"","day","month","year","flow","hyear","baseflow","date"
"2544",4,6,1999,0.000326993054982818,1999,NA,1999-06-04
"2545",5,6,1999,0.000314434027491409,1999,NA,1999-06-05
"2546",6,6,1999,0.000301875,1999,0.000155505330097087,1999-06-06
"2547",7,6,1999,0.000193542,1999,0.000149916737864078,1999-06-07
"2548",8,6,1999,0.00012125,1999,0.00012125,1999-06-08
"2549",9,6,1999,0.001347708,1999,0.000138739553398058,1999-06-09
"2550",10,6,1999,0.00342875,1999,0.000133150961165049,1999-06-10
"2551",11,6,1999,0.001313333,1999,0.000127562368932039,1999-06-11
"2552",12,6,1999,0.000464583,1999,0.000121973776699029,1999-06-12
"2553",13,6,1999,0.000177292,1999,0.00011638518446602,1999-06-13
"2554",14,6,1999,0.000116042,1999,0.00011079659223301,1999-06-14
"2555",15,6,1999,0.000105208,1999,0.000105208,1999-06-15
"2556",16,6,1999,0.000124167,1999,0.000103002315789474,1999-06-16
"2557",17,6,1999,0.000222917,1999,0.000100796631578947,1999-06-17
"2558",18,6,1999,0.015867708,1999,9.8590947368421e-05,1999-06-18
"2559",19,6,1999,0.00816875,1999,9.63852631578947e-05,1999-06-19
"2560",20,6,1999,0.00257625,1999,9.41795789473684e-05,1999-06-20
"2561",21,6,1999,0.00130375,1999,9.19738947368421e-05,1999-06-21
"2562",22,6,1999,0.000818542,1999,8.97682105263158e-05,1999-06-22
"2563",23,6,1999,0.000707917,1999,8.75625263157895e-05,1999-06-23
"2564",24,6,1999,0.000608542,1999,8.53568421052632e-05,1999-06-24
"2565",25,6,1999,0.000498958,1999,8.31511578947368e-05,1999-06-25
"2566",26,6,1999,0.000403125,1999,8.09454736842105e-05,1999-06-26
"2567",27,6,1999,0.000335208,1999,7.87397894736842e-05,1999-06-27
"2568",28,6,1999,0.00028,1999,7.65341052631579e-05,1999-06-28
"2569",29,6,1999,0.000266667,1999,7.43284210526316e-05,1999-06-29
"2570",30,6,1999,0.00025,1999,7.21227368421053e-05,1999-06-30
"2571",1,7,1999,0.000198542,1999,6.99170526315789e-05,1999-07-01
"2572",2,7,1999,9.19e-05,1999,6.77113684210526e-05,1999-07-02
"2573",3,7,1999,7.48e-05,1999,6.55056842105263e-05,1999-07-03
"2574",4,7,1999,6.33e-05,1999,6.33e-05,1999-07-04
"2575",5,7,1999,9.82e-05,1999,6.16e-05,1999-07-05
"2576",6,7,1999,0.000103958,1999,5.99e-05,1999-07-06
"2577",7,7,1999,0.001035417,1999,5.82e-05,1999-07-07
"2578",8,7,1999,0.002277083,1999,5.65e-05,1999-07-08
"2579",9,7,1999,0.001418125,1999,5.48e-05,1999-07-09
"2580",10,7,1999,0.00064625,1999,5.31e-05,1999-07-10
"2581",11,7,1999,0.000336042,1999,5.14e-05,1999-07-11
"2582",12,7,1999,0.000185417,1999,4.97e-05,1999-07-12
"2583",13,7,1999,0.000107917,1999,4.8e-05,1999-07-13
"2584",14,7,1999,6.21e-05,1999,4.63e-05,1999-07-14
"2585",15,7,1999,4.46e-05,1999,4.46e-05,1999-07-15
"2586",16,7,1999,0.00019125,1999,4.30272727272727e-05,1999-07-16
"2587",17,7,1999,0.026448958,1999,4.14545454545455e-05,1999-07-17
"2588",18,7,1999,0.016422292,1999,3.98818181818182e-05,1999-07-18
"2589",19,7,1999,0.00397875,1999,3.83090909090909e-05,1999-07-19
"2590",20,7,1999,0.001961458,1999,3.67363636363636e-05,1999-07-20
"2591",21,7,1999,0.00658375,1999,3.51636363636364e-05,1999-07-21
"2592",22,7,1999,0.004534167,1999,3.35909090909091e-05,1999-07-22
"2593",23,7,1999,0.004163958,1999,3.20181818181818e-05,1999-07-23
"2594",24,7,1999,0.002094375,1999,3.04454545454545e-05,1999-07-24
"2595",25,7,1999,0.000917708,1999,2.88727272727273e-05,1999-07-25
"2596",26,7,1999,0.000465,1999,2.73e-05,1999-07-26
"2597",27,7,1999,0.000275833,1999,2.57272727272727e-05,1999-07-27
"2598",28,7,1999,0.00019875,1999,2.41545454545455e-05,1999-07-28
"2599",29,7,1999,0.00014375,1999,2.25818181818182e-05,1999-07-29
"2600",30,7,1999,8.21e-05,1999,2.10090909090909e-05,1999-07-30
"2601",31,7,1999,5.46e-05,1999,1.94363636363636e-05,1999-07-31
"2602",1,8,1999,4.1e-05,1999,1.78636363636364e-05,1999-08-01
"2603",2,8,1999,2.69e-05,1999,1.62909090909091e-05,1999-08-02
"2604",3,8,1999,2e-05,1999,1.47181818181818e-05,1999-08-03
"2605",4,8,1999,2e-05,1999,1.31454545454545e-05,1999-08-04
"2606",5,8,1999,1.58e-05,1999,1.15727272727273e-05,1999-08-05
"2607",6,8,1999,1e-05,1999,1e-05,1999-08-06
"2608",7,8,1999,1.06e-05,1999,1.03680981595092e-05,1999-08-07
"2609",8,8,1999,0.002719375,1999,1.07361963190184e-05,1999-08-08
"2610",9,8,1999,0.004892292,1999,1.11042944785276e-05,1999-08-09
"2611",10,8,1999,0.002095625,1999,1.14723926380368e-05,1999-08-10
"2612",11,8,1999,0.001482708,1999,1.1840490797546e-05,1999-08-11
"2613",12,8,1999,0.001193542,1999,1.22085889570552e-05,1999-08-12
"2614",13,8,1999,0.003003125,1999,1.25766871165644e-05,1999-08-13
"2615",14,8,1999,0.002439583,1999,1.29447852760736e-05,1999-08-14
"2616",15,8,1999,0.003725,1999,1.33128834355828e-05,1999-08-15
"2617",16,8,1999,0.003480208,1999,1.3680981595092e-05,1999-08-16
"2618",17,8,1999,0.002344792,1999,1.40490797546012e-05,1999-08-17
"2619",18,8,1999,0.001683958,1999,1.44171779141104e-05,1999-08-18
"2620",19,8,1999,0.001423,1999,1.47852760736196e-05,1999-08-19
"2621",20,8,1999,0.00142027184466019,1999,NA,1999-08-20
"2622",21,8,1999,0.00141754368932039,1999,NA,1999-08-21
"2623",22,8,1999,0.00141481553398058,1999,NA,1999-08-22
"2624",23,8,1999,0.00141208737864078,1999,NA,1999-08-23
"2625",24,8,1999,0.00140935922330097,1999,NA,1999-08-24
"2626",25,8,1999,0.00140663106796117,1999,NA,1999-08-25
"2627",26,8,1999,0.00140390291262136,1999,NA,1999-08-26
"2628",27,8,1999,0.00140117475728155,1999,NA,1999-08-27
"2629",28,8,1999,0.00139844660194175,1999,NA,1999-08-28
"2630",29,8,1999,0.00139571844660194,1999,NA,1999-08-29
"2631",30,8,1999,0.00139299029126214,1999,NA,1999-08-30
"2632",31,8,1999,0.00139026213592233,1999,NA,1999-08-31
"2876",1,5,2000,0.000724592233009709,2000,NA,2000-05-01
"2877",2,5,2000,0.000721864077669903,2000,NA,2000-05-02
"2878",3,5,2000,0.000719135922330097,2000,NA,2000-05-03
"2879",4,5,2000,0.000716407766990291,2000,NA,2000-05-04
"2880",5,5,2000,0.000713679611650485,2000,NA,2000-05-05
"2881",6,5,2000,0.00071095145631068,2000,NA,2000-05-06
"2882",7,5,2000,0.000708223300970874,2000,NA,2000-05-07
"2883",8,5,2000,0.000705495145631068,2000,NA,2000-05-08
"2884",9,5,2000,0.000702766990291262,2000,NA,2000-05-09
"2885",10,5,2000,0.000700038834951456,2000,NA,2000-05-10
"2886",11,5,2000,0.000697310679611651,2000,NA,2000-05-11
"2887",12,5,2000,0.000694582524271845,2000,NA,2000-05-12
"2888",13,5,2000,0.000691854368932039,2000,NA,2000-05-13
"2889",14,5,2000,0.000689126213592233,2000,NA,2000-05-14
"2890",15,5,2000,0.000686398058252427,2000,NA,2000-05-15
"2891",16,5,2000,0.000683669902912621,2000,NA,2000-05-16
"2892",17,5,2000,0.000680941747572816,2000,NA,2000-05-17
"2893",18,5,2000,0.00067821359223301,2000,NA,2000-05-18
"2894",19,5,2000,0.000675485436893204,2000,NA,2000-05-19
"2895",20,5,2000,0.000672757281553398,2000,NA,2000-05-20
"2896",21,5,2000,0.000670029126213592,2000,NA,2000-05-21
"2897",22,5,2000,0.000667300970873786,2000,NA,2000-05-22
"2898",23,5,2000,0.000664572815533981,2000,NA,2000-05-23
"2899",24,5,2000,0.000661844660194175,2000,NA,2000-05-24
"2900",25,5,2000,0.000659116504854369,2000,NA,2000-05-25
"2901",26,5,2000,0.000656388349514563,2000,NA,2000-05-26
"2902",27,5,2000,0.000653660194174757,2000,NA,2000-05-27
"2903",28,5,2000,0.000650932038834951,2000,NA,2000-05-28
"2904",29,5,2000,0.000648203883495146,2000,NA,2000-05-29
"2905",30,5,2000,0.00064547572815534,2000,NA,2000-05-30
"2906",31,5,2000,0.000642747572815534,2000,NA,2000-05-31
"2907",1,6,2000,0.000640019417475728,2000,NA,2000-06-01
"2908",2,6,2000,0.000637291262135922,2000,NA,2000-06-02
"2909",3,6,2000,0.000634563106796117,2000,NA,2000-06-03
"2910",4,6,2000,0.000631834951456311,2000,NA,2000-06-04
"2911",5,6,2000,0.000629106796116505,2000,NA,2000-06-05
"2912",6,6,2000,0.000626378640776699,2000,NA,2000-06-06
"2913",7,6,2000,0.000623650485436893,2000,NA,2000-06-07
"2914",8,6,2000,0.000620922330097087,2000,NA,2000-06-08
"2915",9,6,2000,0.000618194174757282,2000,NA,2000-06-09
"2916",10,6,2000,0.000615466019417476,2000,NA,2000-06-10
"2917",11,6,2000,0.00061273786407767,2000,NA,2000-06-11
"2918",12,6,2000,0.000610009708737864,2000,NA,2000-06-12
"2919",13,6,2000,0.000607281553398058,2000,NA,2000-06-13
"2920",14,6,2000,0.000604553398058252,2000,NA,2000-06-14
"2921",15,6,2000,0.000601825242718447,2000,NA,2000-06-15
"2922",16,6,2000,0.000599097087378641,2000,NA,2000-06-16
"2923",17,6,2000,0.000596368932038835,2000,NA,2000-06-17
"2924",18,6,2000,0.000593640776699029,2000,NA,2000-06-18
"2925",19,6,2000,0.000590912621359223,2000,NA,2000-06-19
"2926",20,6,2000,0.000588184466019417,2000,NA,2000-06-20
"2927",21,6,2000,0.000585456310679612,2000,NA,2000-06-21
"2928",22,6,2000,0.000582728155339806,2000,NA,2000-06-22
"2929",23,6,2000,0.00058,2000,0.000128527607361963,2000-06-23
"2930",24,6,2000,0.0004675,2000,NA,2000-06-24
"2931",25,6,2000,0.000355,2000,NA,2000-06-25
"2932",26,6,2000,0.0002425,2000,NA,2000-06-26
"2933",27,6,2000,0.00013,2000,0.00013,2000-06-27
"2934",28,6,2000,0.001524444,2000,0.000122352941176471,2000-06-28
"2935",29,6,2000,0.001241556,2000,0.000114705882352941,2000-06-29
"2936",30,6,2000,0.00205651366666667,2000,NA,2000-06-30
"2937",1,7,2000,0.00287147133333333,2000,NA,2000-07-01
"2938",2,7,2000,0.003686429,2000,9.17647058823529e-05,2000-07-02
"2939",3,7,2000,0.002492245,2000,8.41176470588235e-05,2000-07-03
"2940",4,7,2000,0.002676327,2000,7.64705882352941e-05,2000-07-04
"2941",5,7,2000,0.006520833,2000,6.88235294117647e-05,2000-07-05
"2942",6,7,2000,0.003333958,2000,6.11764705882353e-05,2000-07-06
"2943",7,7,2000,0.001761765,2000,5.35294117647059e-05,2000-07-07
"2944",8,7,2000,0.001459412,2000,NA,2000-07-08
"2945",9,7,2000,0.001157059,2000,NA,2000-07-09
"2946",10,7,2000,0.000854706,2000,NA,2000-07-10
"2947",11,7,2000,0.000552353,2000,NA,2000-07-11
"2948",12,7,2000,0.00025,2000,1.52941176470588e-05,2000-07-12
"2949",13,7,2000,0.000125,2000,NA,2000-07-13
"2950",14,7,2000,0,2000,0,2000-07-14
"2951",15,7,2000,6.66666666666667e-06,2000,NA,2000-07-15
"2952",16,7,2000,1.33333333333333e-05,2000,NA,2000-07-16
"2953",17,7,2000,2e-05,2000,9.78110169491525e-07,2000-07-17
"2954",18,7,2000,0.004876111,2000,1.30414689265537e-06,2000-07-18
"2955",19,7,2000,0.005856531,2000,1.63018361581921e-06,2000-07-19
"2956",20,7,2000,0.002957222,2000,1.95622033898305e-06,2000-07-20
"2957",21,7,2000,0.00134,2000,2.28225706214689e-06,2000-07-21
"2958",22,7,2000,0.000993333333333333,2000,NA,2000-07-22
"2959",23,7,2000,0.000646666666666667,2000,NA,2000-07-23
"2960",24,7,2000,3e-04,2000,3.26036723163842e-06,2000-07-24
"2961",25,7,2000,0.0002725,2000,NA,2000-07-25
"2962",26,7,2000,0.000245,2000,NA,2000-07-26
"2963",27,7,2000,0.0002175,2000,NA,2000-07-27
"2964",28,7,2000,0.00019,2000,NA,2000-07-28
"2965",29,7,2000,0.0001625,2000,NA,2000-07-29
"2966",30,7,2000,0.000135,2000,NA,2000-07-30
"2967",31,7,2000,0.0001075,2000,NA,2000-07-31
"2968",1,8,2000,8e-05,2000,5.86866101694915e-06,2000-08-01
"2969",2,8,2000,7.33333333333333e-05,2000,NA,2000-08-02
"2970",3,8,2000,6.66666666666667e-05,2000,NA,2000-08-03
"2971",4,8,2000,6e-05,2000,NA,2000-08-04
"2972",5,8,2000,5.33333333333333e-05,2000,NA,2000-08-05
"2973",6,8,2000,4.66666666666667e-05,2000,NA,2000-08-06
"2974",7,8,2000,4e-05,2000,7.8248813559322e-06,2000-08-07
"2975",8,8,2000,4.52393625e-05,2000,NA,2000-08-08
"2976",9,8,2000,5.0478725e-05,2000,NA,2000-08-09
"2977",10,8,2000,5.57180875e-05,2000,NA,2000-08-10
"2978",11,8,2000,6.095745e-05,2000,NA,2000-08-11
"2979",12,8,2000,6.61968125e-05,2000,NA,2000-08-12
"2980",13,8,2000,7.1436175e-05,2000,NA,2000-08-13
"2981",14,8,2000,7.66755375e-05,2000,NA,2000-08-14
"2982",15,8,2000,8.19149e-05,2000,NA,2000-08-15
"2983",16,8,2000,8.71542625e-05,2000,NA,2000-08-16
"2984",17,8,2000,9.2393625e-05,2000,NA,2000-08-17
"2985",18,8,2000,9.76329875e-05,2000,NA,2000-08-18
"2986",19,8,2000,0.00010287235,2000,NA,2000-08-19
"2987",20,8,2000,0.0001081117125,2000,NA,2000-08-20
"2988",21,8,2000,0.000113351075,2000,NA,2000-08-21
"2989",22,8,2000,0.0001185904375,2000,NA,2000-08-22
"2990",23,8,2000,0.0001238298,2000,NA,2000-08-23
"2991",24,8,2000,0.0001290691625,2000,NA,2000-08-24
"2992",25,8,2000,0.000134308525,2000,NA,2000-08-25
"2993",26,8,2000,0.0001395478875,2000,NA,2000-08-26
"2994",27,8,2000,0.00014478725,2000,NA,2000-08-27
"2995",28,8,2000,0.0001500266125,2000,NA,2000-08-28
"2996",29,8,2000,0.000155265975,2000,NA,2000-08-29
"2997",30,8,2000,0.0001605053375,2000,NA,2000-08-30
"2998",31,8,2000,0.0001657447,2000,NA,2000-08-31
"3241",1,5,2001,0.0014389097875,2001,NA,2001-05-01
"3242",2,5,2001,0.00144414915,2001,NA,2001-05-02
"3243",3,5,2001,0.0014493885125,2001,NA,2001-05-03
"3244",4,5,2001,0.001454627875,2001,NA,2001-05-04
"3245",5,5,2001,0.0014598672375,2001,NA,2001-05-05
"3246",6,5,2001,0.0014651066,2001,NA,2001-05-06
"3247",7,5,2001,0.0014703459625,2001,NA,2001-05-07
"3248",8,5,2001,0.001475585325,2001,NA,2001-05-08
"3249",9,5,2001,0.0014808246875,2001,NA,2001-05-09
"3250",10,5,2001,0.00148606405,2001,NA,2001-05-10
"3251",11,5,2001,0.0014913034125,2001,NA,2001-05-11
"3252",12,5,2001,0.001496542775,2001,NA,2001-05-12
"3253",13,5,2001,0.0015017821375,2001,NA,2001-05-13
"3254",14,5,2001,0.0015070215,2001,NA,2001-05-14
"3255",15,5,2001,0.0015122608625,2001,NA,2001-05-15
"3256",16,5,2001,0.001517500225,2001,NA,2001-05-16
"3257",17,5,2001,0.0015227395875,2001,NA,2001-05-17
"3258",18,5,2001,0.00152797895,2001,NA,2001-05-18
"3259",19,5,2001,0.0015332183125,2001,NA,2001-05-19
"3260",20,5,2001,0.001538457675,2001,NA,2001-05-20
"3261",21,5,2001,0.0015436970375,2001,NA,2001-05-21
"3262",22,5,2001,0.0015489364,2001,NA,2001-05-22
"3263",23,5,2001,0.0015541757625,2001,NA,2001-05-23
"3264",24,5,2001,0.001559415125,2001,NA,2001-05-24
"3265",25,5,2001,0.0015646544875,2001,NA,2001-05-25
"3266",26,5,2001,0.00156989385,2001,NA,2001-05-26
"3267",27,5,2001,0.0015751332125,2001,NA,2001-05-27
"3268",28,5,2001,0.001580372575,2001,NA,2001-05-28
"3269",29,5,2001,0.0015856119375,2001,NA,2001-05-29
"3270",30,5,2001,0.0015908513,2001,NA,2001-05-30
"3271",31,5,2001,0.0015960906625,2001,NA,2001-05-31
"3272",1,6,2001,0.001601330025,2001,NA,2001-06-01
"3273",2,6,2001,0.0016065693875,2001,NA,2001-06-02
"3274",3,6,2001,0.00161180875,2001,NA,2001-06-03
"3275",4,6,2001,0.0016170481125,2001,NA,2001-06-04
"3276",5,6,2001,0.001622287475,2001,NA,2001-06-05
"3277",6,6,2001,0.0016275268375,2001,NA,2001-06-06
"3278",7,6,2001,0.0016327662,2001,NA,2001-06-07
"3279",8,6,2001,0.0016380055625,2001,NA,2001-06-08
"3280",9,6,2001,0.001643244925,2001,NA,2001-06-09
"3281",10,6,2001,0.0016484842875,2001,NA,2001-06-10
"3282",11,6,2001,0.00165372365,2001,NA,2001-06-11
"3283",12,6,2001,0.0016589630125,2001,NA,2001-06-12
"3284",13,6,2001,0.001664202375,2001,NA,2001-06-13
"3285",14,6,2001,0.0016694417375,2001,NA,2001-06-14
"3286",15,6,2001,0.0016746811,2001,NA,2001-06-15
"3287",16,6,2001,0.0016799204625,2001,NA,2001-06-16
"3288",17,6,2001,0.001685159825,2001,NA,2001-06-17
"3289",18,6,2001,0.0016903991875,2001,NA,2001-06-18
"3290",19,6,2001,0.00169563855,2001,NA,2001-06-19
"3291",20,6,2001,0.0017008779125,2001,NA,2001-06-20
"3292",21,6,2001,0.001706117275,2001,NA,2001-06-21
"3293",22,6,2001,0.0017113566375,2001,NA,2001-06-22
"3294",23,6,2001,0.001716596,2001,0.000112156632768362,2001-06-23
"3295",24,6,2001,0.000599375,2001,0.000112482669491525,2001-06-24
"3296",25,6,2001,0.000217708,2001,0.000112808706214689,2001-06-25
"3297",26,6,2001,0.0006275,2001,0.000113134742937853,2001-06-26
"3298",27,6,2001,0.015050417,2001,0.000113460779661017,2001-06-27
"3299",28,6,2001,0.008591875,2001,0.000113786816384181,2001-06-28
"3300",29,6,2001,0.002275208,2001,0.000114112853107345,2001-06-29
"3301",30,6,2001,0.00091125,2001,0.000114438889830508,2001-06-30
"3302",1,7,2001,0.000425417,2001,0.000114764926553672,2001-07-01
"3303",2,7,2001,0.000271667,2001,0.000115090963276836,2001-07-02
"3304",3,7,2001,0.000115417,2001,0.000115417,2001-07-03
"3305",4,7,2001,0.000145417,2001,0.0001086015,2001-07-04
"3306",5,7,2001,0.000473958,2001,0.000101786,2001-07-05
"3307",6,7,2001,0.003333333,2001,9.49705e-05,2001-07-06
"3308",7,7,2001,0.008894375,2001,8.8155e-05,2001-07-07
"3309",8,7,2001,0.0027725,2001,8.13395e-05,2001-07-08
"3310",9,7,2001,0.001073542,2001,7.4524e-05,2001-07-09
"3311",10,7,2001,0.000559583,2001,6.77085e-05,2001-07-10
"3312",11,7,2001,0.000501875,2001,6.0893e-05,2001-07-11
"3313",12,7,2001,0.000477917,2001,5.40775e-05,2001-07-12
"3314",13,7,2001,0.000402708,2001,4.7262e-05,2001-07-13
"3315",14,7,2001,0.000236458,2001,4.04465e-05,2001-07-14
"3316",15,7,2001,0.000118958,2001,3.3631e-05,2001-07-15
"3317",16,7,2001,5.83e-05,2001,2.68155e-05,2001-07-16
"3318",17,7,2001,2e-05,2001,2e-05,2001-07-17
"3319",18,7,2001,2e-05,2001,2e-05,2001-07-18
"3320",19,7,2001,3.83e-05,2001,3.83e-05,2001-07-19
"3321",20,7,2001,7.81e-05,2001,7.81e-05,2001-07-20
"3322",21,7,2001,0.00056125,2001,0.000154734909090909,2001-07-21
"3323",22,7,2001,0.000717083,2001,0.000188418636363636,2001-07-22
"3324",23,7,2001,0.002205,2001,0.000222102363636364,2001-07-23
"3325",24,7,2001,0.004627083,2001,0.000255786090909091,2001-07-24
"3326",25,7,2001,0.004858333,2001,0.000289469818181818,2001-07-25
"3327",26,7,2001,0.003141875,2001,0.000323153545454545,2001-07-26
"3328",27,7,2001,0.001522083,2001,0.000356837272727273,2001-07-27
"3329",28,7,2001,0.000954583,2001,0.000390521,2001-07-28
"3330",29,7,2001,0.005379583,2001,0.000424204727272727,2001-07-29
"3331",30,7,2001,0.006073125,2001,0.000457888454545455,2001-07-30
"3332",31,7,2001,0.003398958,2001,0.000491572181818182,2001-07-31
"3333",1,8,2001,0.001379375,2001,0.000525255909090909,2001-08-01
"3334",2,8,2001,0.001709583,2001,0.000558939636363636,2001-08-02
"3335",3,8,2001,0.002339167,2001,0.000592623363636364,2001-08-03
"3336",4,8,2001,0.003814375,2001,0.000626307090909091,2001-08-04
"3337",5,8,2001,0.002596458,2001,0.000659990818181818,2001-08-05
"3338",6,8,2001,0.001720833,2001,0.000693674545454545,2001-08-06
"3339",7,8,2001,0.001166667,2001,0.000727358272727273,2001-08-07
"3340",8,8,2001,0.000761042,2001,0.000761042,2001-08-08
"3341",9,8,2001,0.000819375,2001,0.000819375,2001-08-09
"3342",10,8,2001,0.001730417,2001,0.000816900854037267,2001-08-10
"3343",11,8,2001,0.003529792,2001,0.000814426708074534,2001-08-11
"3344",12,8,2001,0.002555625,2001,0.000811952562111801,2001-08-12
"3345",13,8,2001,0.002229167,2001,0.000809478416149068,2001-08-13
"3346",14,8,2001,0.007079792,2001,0.000807004270186335,2001-08-14
"3347",15,8,2001,0.010621042,2001,0.000804530124223602,2001-08-15
"3348",16,8,2001,0.009219167,2001,0.00080205597826087,2001-08-16
"3349",17,8,2001,0.010167742,2001,0.000799581832298137,2001-08-17
"3350",18,8,2001,0.010139914318328,2001,NA,2001-08-18
"3351",19,8,2001,0.0101120866366559,2001,NA,2001-08-19
"3352",20,8,2001,0.0100842589549839,2001,NA,2001-08-20
"3353",21,8,2001,0.0100564312733119,2001,NA,2001-08-21
"3354",22,8,2001,0.0100286035916399,2001,NA,2001-08-22
"3355",23,8,2001,0.0100007759099678,2001,NA,2001-08-23
"3356",24,8,2001,0.00997294822829582,2001,NA,2001-08-24
"3357",25,8,2001,0.00994512054662379,2001,NA,2001-08-25
"3358",26,8,2001,0.00991729286495177,2001,NA,2001-08-26
"3359",27,8,2001,0.00988946518327974,2001,NA,2001-08-27
"3360",28,8,2001,0.00986163750160772,2001,NA,2001-08-28
"3361",29,8,2001,0.00983380981993569,2001,NA,2001-08-29
"3362",30,8,2001,0.00980598213826367,2001,NA,2001-08-30
"3363",31,8,2001,0.00977815445659164,2001,NA,2001-08-31
"3606",1,5,2002,0.00301602781028939,2002,NA,2002-05-01
"3607",2,5,2002,0.00298820012861736,2002,NA,2002-05-02
"3608",3,5,2002,0.00296037244694534,2002,NA,2002-05-03
"3609",4,5,2002,0.00293254476527331,2002,NA,2002-05-04
"3610",5,5,2002,0.00290471708360129,2002,NA,2002-05-05
"3611",6,5,2002,0.00287688940192926,2002,NA,2002-05-06
"3612",7,5,2002,0.00284906172025723,2002,NA,2002-05-07
"3613",8,5,2002,0.00282123403858521,2002,NA,2002-05-08
"3614",9,5,2002,0.00279340635691318,2002,NA,2002-05-09
"3615",10,5,2002,0.00276557867524116,2002,NA,2002-05-10
"3616",11,5,2002,0.00273775099356913,2002,NA,2002-05-11
"3617",12,5,2002,0.00270992331189711,2002,NA,2002-05-12
"3618",13,5,2002,0.00268209563022508,2002,NA,2002-05-13
"3619",14,5,2002,0.00265426794855305,2002,NA,2002-05-14
"3620",15,5,2002,0.00262644026688103,2002,NA,2002-05-15
"3621",16,5,2002,0.002598612585209,2002,NA,2002-05-16
"3622",17,5,2002,0.00257078490353698,2002,NA,2002-05-17
"3623",18,5,2002,0.00254295722186495,2002,NA,2002-05-18
"3624",19,5,2002,0.00251512954019293,2002,NA,2002-05-19
"3625",20,5,2002,0.0024873018585209,2002,NA,2002-05-20
"3626",21,5,2002,0.00245947417684888,2002,NA,2002-05-21
"3627",22,5,2002,0.00243164649517685,2002,NA,2002-05-22
"3628",23,5,2002,0.00240381881350482,2002,NA,2002-05-23
"3629",24,5,2002,0.0023759911318328,2002,NA,2002-05-24
"3630",25,5,2002,0.00234816345016077,2002,NA,2002-05-25
"3631",26,5,2002,0.00232033576848875,2002,NA,2002-05-26
"3632",27,5,2002,0.00229250808681672,2002,NA,2002-05-27
"3633",28,5,2002,0.0022646804051447,2002,NA,2002-05-28
"3634",29,5,2002,0.00223685272347267,2002,NA,2002-05-29
"3635",30,5,2002,0.00220902504180064,2002,NA,2002-05-30
"3636",31,5,2002,0.00218119736012862,2002,NA,2002-05-31
"3637",1,6,2002,0.00215336967845659,2002,NA,2002-06-01
"3638",2,6,2002,0.00212554199678457,2002,NA,2002-06-02
"3639",3,6,2002,0.00209771431511254,2002,NA,2002-06-03
"3640",4,6,2002,0.00206988663344052,2002,NA,2002-06-04
"3641",5,6,2002,0.00204205895176849,2002,NA,2002-06-05
"3642",6,6,2002,0.00201423127009646,2002,NA,2002-06-06
"3643",7,6,2002,0.00198640358842444,2002,NA,2002-06-07
"3644",8,6,2002,0.00195857590675241,2002,NA,2002-06-08
"3645",9,6,2002,0.00193074822508039,2002,NA,2002-06-09
"3646",10,6,2002,0.00190292054340836,2002,NA,2002-06-10
"3647",11,6,2002,0.00187509286173634,2002,NA,2002-06-11
"3648",12,6,2002,0.00184726518006431,2002,NA,2002-06-12
"3649",13,6,2002,0.00181943749839228,2002,NA,2002-06-13
"3650",14,6,2002,0.00179160981672026,2002,NA,2002-06-14
"3651",15,6,2002,0.00176378213504823,2002,NA,2002-06-15
"3652",16,6,2002,0.00173595445337621,2002,NA,2002-06-16
"3653",17,6,2002,0.00170812677170418,2002,NA,2002-06-17
"3654",18,6,2002,0.00168029909003216,2002,NA,2002-06-18
"3655",19,6,2002,0.00165247140836013,2002,NA,2002-06-19
"3656",20,6,2002,0.0016246437266881,2002,NA,2002-06-20
"3657",21,6,2002,0.00159681604501608,2002,NA,2002-06-21
"3658",22,6,2002,0.00156898836334405,2002,NA,2002-06-22
"3659",23,6,2002,0.00154116068167203,2002,NA,2002-06-23
"3660",24,6,2002,0.001513333,2002,3.01224378881987e-05,2002-06-24
"3661",25,6,2002,0.00051625,2002,2.76482919254658e-05,2002-06-25
"3662",26,6,2002,3.08e-05,2002,2.51741459627329e-05,2002-06-26
"3663",27,6,2002,2.27e-05,2002,2.27e-05,2002-06-27
"3664",28,6,2002,0.005433125,2002,2.16681818181818e-05,2002-06-28
"3665",29,6,2002,0.004631458,2002,2.06363636363636e-05,2002-06-29
"3666",30,6,2002,0.0020175,2002,1.96045454545455e-05,2002-06-30
"3667",1,7,2002,0.002540833,2002,1.85727272727273e-05,2002-07-01
"3668",2,7,2002,0.00119125,2002,1.75409090909091e-05,2002-07-02
"3669",3,7,2002,0.002914167,2002,1.65090909090909e-05,2002-07-03
"3670",4,7,2002,0.002894792,2002,1.54772727272727e-05,2002-07-04
"3671",5,7,2002,0.00758375,2002,1.44454545454545e-05,2002-07-05
"3672",6,7,2002,0.005174167,2002,1.34136363636364e-05,2002-07-06
"3673",7,7,2002,0.009526458,2002,1.23818181818182e-05,2002-07-07
"3674",8,7,2002,0.003446458,2002,1.135e-05,2002-07-08
"3675",9,7,2002,0.001937083,2002,1.03181818181818e-05,2002-07-09
"3676",10,7,2002,0.006603542,2002,9.28636363636364e-06,2002-07-10
"3677",11,7,2002,0.002129792,2002,8.25454545454545e-06,2002-07-11
"3678",12,7,2002,0.000454375,2002,7.22272727272727e-06,2002-07-12
"3679",13,7,2002,0.000415417,2002,6.19090909090909e-06,2002-07-13
"3680",14,7,2002,0.00106875,2002,5.15909090909091e-06,2002-07-14
