"","Site","Date","Loadflex_P_est_kg.d","Discharge","P","P_loads"
"21101","Onyx River at Lake Vanda Weir",1998-07-13,550.641726170762,0,NA,NA
"21102","Onyx River at Lake Vanda Weir",1998-07-14,551.242891775546,0,NA,NA
"21103","Onyx River at Lake Vanda Weir",1998-07-15,551.84405738033,0,NA,NA
"21104","Onyx River at Lake Vanda Weir",1998-07-16,552.445222985113,0,NA,NA
"21105","Onyx River at Lake Vanda Weir",1998-07-17,553.046388589897,0,NA,NA
"21106","Onyx River at Lake Vanda Weir",1998-07-18,553.647554194681,0,NA,NA
"21107","Onyx River at Lake Vanda Weir",1998-07-19,554.248719799465,0,NA,NA
"21108","Onyx River at Lake Vanda Weir",1998-07-20,554.849885404249,0,NA,NA
"21109","Onyx River at Lake Vanda Weir",1998-07-21,555.451051009033,0,NA,NA
"21110","Onyx River at Lake Vanda Weir",1998-07-22,556.052216613817,0,NA,NA
"21111","Onyx River at Lake Vanda Weir",1998-07-23,556.653382218601,0,NA,NA
"21112","Onyx River at Lake Vanda Weir",1998-07-24,557.254547823385,0,NA,NA
"21113","Onyx River at Lake Vanda Weir",1998-07-25,557.855713428169,0,NA,NA
"21114","Onyx River at Lake Vanda Weir",1998-07-26,558.456879032953,0,NA,NA
"21115","Onyx River at Lake Vanda Weir",1998-07-27,559.058044637737,0,NA,NA
"21116","Onyx River at Lake Vanda Weir",1998-07-28,559.659210242521,0,NA,NA
"21117","Onyx River at Lake Vanda Weir",1998-07-29,560.260375847304,0,NA,NA
"21118","Onyx River at Lake Vanda Weir",1998-07-30,560.861541452088,0,NA,NA
"21119","Onyx River at Lake Vanda Weir",1998-07-31,561.462707056872,0,NA,NA
"21120","Onyx River at Lake Vanda Weir",1998-08-01,562.063872661656,0,NA,NA
"21121","Onyx River at Lake Vanda Weir",1998-08-02,562.66503826644,0,NA,NA
"21122","Onyx River at Lake Vanda Weir",1998-08-03,563.266203871224,0,NA,NA
"21123","Onyx River at Lake Vanda Weir",1998-08-04,563.867369476008,0,NA,NA
"21124","Onyx River at Lake Vanda Weir",1998-08-05,564.468535080792,0,NA,NA
"21125","Onyx River at Lake Vanda Weir",1998-08-06,565.069700685576,0,NA,NA
"21126","Onyx River at Lake Vanda Weir",1998-08-07,565.67086629036,0,NA,NA
"21127","Onyx River at Lake Vanda Weir",1998-08-08,566.272031895144,0,NA,NA
"21128","Onyx River at Lake Vanda Weir",1998-08-09,566.873197499928,0,NA,NA
"21129","Onyx River at Lake Vanda Weir",1998-08-10,567.474363104712,0,NA,NA
"21130","Onyx River at Lake Vanda Weir",1998-08-11,568.075528709496,0,NA,NA
"21131","Onyx River at Lake Vanda Weir",1998-08-12,568.67669431428,0,NA,NA
"21132","Onyx River at Lake Vanda Weir",1998-08-13,569.277859919063,0,NA,NA
"21133","Onyx River at Lake Vanda Weir",1998-08-14,569.879025523847,0,NA,NA
"21134","Onyx River at Lake Vanda Weir",1998-08-15,570.480191128631,0,NA,NA
"21135","Onyx River at Lake Vanda Weir",1998-08-16,571.081356733415,0,NA,NA
"21136","Onyx River at Lake Vanda Weir",1998-08-17,571.682522338199,0,NA,NA
"21137","Onyx River at Lake Vanda Weir",1998-08-18,572.283687942983,0,NA,NA
"21138","Onyx River at Lake Vanda Weir",1998-08-19,572.884853547767,0,NA,NA
"21139","Onyx River at Lake Vanda Weir",1998-08-20,573.486019152551,0,NA,NA
"21140","Onyx River at Lake Vanda Weir",1998-08-21,574.087184757335,0,NA,NA
"21141","Onyx River at Lake Vanda Weir",1998-08-22,574.688350362119,0,NA,NA
"21142","Onyx River at Lake Vanda Weir",1998-08-23,575.289515966903,0,NA,NA
"21143","Onyx River at Lake Vanda Weir",1998-08-24,575.890681571687,0,NA,NA
"21144","Onyx River at Lake Vanda Weir",1998-08-25,576.491847176471,0,NA,NA
"21145","Onyx River at Lake Vanda Weir",1998-08-26,577.093012781254,0,NA,NA
"21146","Onyx River at Lake Vanda Weir",1998-08-27,577.694178386038,0,NA,NA
"21147","Onyx River at Lake Vanda Weir",1998-08-28,578.295343990822,0,NA,NA
"21148","Onyx River at Lake Vanda Weir",1998-08-29,578.896509595606,0,NA,NA
"21149","Onyx River at Lake Vanda Weir",1998-08-30,579.49767520039,0,NA,NA
"21150","Onyx River at Lake Vanda Weir",1998-08-31,580.098840805174,0,NA,NA
"21151","Onyx River at Lake Vanda Weir",1998-09-01,580.700006409958,0,NA,NA
"21152","Onyx River at Lake Vanda Weir",1998-09-02,581.301172014742,0,NA,NA
"21153","Onyx River at Lake Vanda Weir",1998-09-03,581.902337619526,0,NA,NA
"21154","Onyx River at Lake Vanda Weir",1998-09-04,582.50350322431,0,NA,NA
"21155","Onyx River at Lake Vanda Weir",1998-09-05,583.104668829094,0,NA,NA
"21156","Onyx River at Lake Vanda Weir",1998-09-06,583.705834433878,0,NA,NA
"21157","Onyx River at Lake Vanda Weir",1998-09-07,584.307000038661,0,NA,NA
"21158","Onyx River at Lake Vanda Weir",1998-09-08,584.908165643445,0,NA,NA
"21159","Onyx River at Lake Vanda Weir",1998-09-09,585.509331248229,0,NA,NA
"21160","Onyx River at Lake Vanda Weir",1998-09-10,586.110496853013,0,NA,NA
"21161","Onyx River at Lake Vanda Weir",1998-09-11,586.711662457797,0,NA,NA
"21162","Onyx River at Lake Vanda Weir",1998-09-12,587.312828062581,0,NA,NA
"21163","Onyx River at Lake Vanda Weir",1998-09-13,587.913993667365,0,NA,NA
"21164","Onyx River at Lake Vanda Weir",1998-09-14,588.515159272149,0,NA,NA
"21165","Onyx River at Lake Vanda Weir",1998-09-15,589.116324876933,0,NA,NA
"21166","Onyx River at Lake Vanda Weir",1998-09-16,589.717490481717,0,NA,NA
"21167","Onyx River at Lake Vanda Weir",1998-09-17,590.318656086501,0,NA,NA
"21168","Onyx River at Lake Vanda Weir",1998-09-18,590.919821691285,0,NA,NA
"21169","Onyx River at Lake Vanda Weir",1998-09-19,591.520987296069,0,NA,NA
"21170","Onyx River at Lake Vanda Weir",1998-09-20,592.122152900853,0,NA,NA
"21171","Onyx River at Lake Vanda Weir",1998-09-21,592.723318505636,0,NA,NA
"21172","Onyx River at Lake Vanda Weir",1998-09-22,593.32448411042,0,NA,NA
"21173","Onyx River at Lake Vanda Weir",1998-09-23,593.925649715204,0,NA,NA
"21174","Onyx River at Lake Vanda Weir",1998-09-24,594.526815319988,0,NA,NA
"21175","Onyx River at Lake Vanda Weir",1998-09-25,595.127980924772,0,NA,NA
"21176","Onyx River at Lake Vanda Weir",1998-09-26,595.729146529556,0,NA,NA
"21177","Onyx River at Lake Vanda Weir",1998-09-27,596.33031213434,0,NA,NA
"21178","Onyx River at Lake Vanda Weir",1998-09-28,596.931477739124,0,NA,NA
"21179","Onyx River at Lake Vanda Weir",1998-09-29,597.532643343908,0,NA,NA
"21180","Onyx River at Lake Vanda Weir",1998-09-30,598.133808948692,0,NA,NA
"21181","Onyx River at Lake Vanda Weir",1998-10-01,598.734974553476,0,NA,NA
"21182","Onyx River at Lake Vanda Weir",1998-10-02,599.33614015826,0,NA,NA
"21183","Onyx River at Lake Vanda Weir",1998-10-03,599.937305763044,0,NA,NA
"21184","Onyx River at Lake Vanda Weir",1998-10-04,600.538471367828,0,NA,NA
"21185","Onyx River at Lake Vanda Weir",1998-10-05,601.139636972611,0,NA,NA
"21186","Onyx River at Lake Vanda Weir",1998-10-06,601.740802577395,0,NA,NA
"21187","Onyx River at Lake Vanda Weir",1998-10-07,602.341968182179,0,NA,NA
"21188","Onyx River at Lake Vanda Weir",1998-10-08,602.943133786963,0,NA,NA
"21189","Onyx River at Lake Vanda Weir",1998-10-09,603.544299391747,0,NA,NA
"21190","Onyx River at Lake Vanda Weir",1998-10-10,604.145464996531,0,NA,NA
"21191","Onyx River at Lake Vanda Weir",1998-10-11,604.746630601315,0,NA,NA
"21192","Onyx River at Lake Vanda Weir",1998-10-12,605.347796206099,0,NA,NA
"21193","Onyx River at Lake Vanda Weir",1998-10-13,605.948961810883,0,NA,NA
"21194","Onyx River at Lake Vanda Weir",1998-10-14,606.550127415667,0,NA,NA
"21195","Onyx River at Lake Vanda Weir",1998-10-15,607.151293020451,0,NA,NA
"21196","Onyx River at Lake Vanda Weir",1998-10-16,607.752458625235,0,NA,NA
"21197","Onyx River at Lake Vanda Weir",1998-10-17,608.353624230019,0,NA,NA
"21198","Onyx River at Lake Vanda Weir",1998-10-18,608.954789834803,0,NA,NA
"21199","Onyx River at Lake Vanda Weir",1998-10-19,609.555955439587,0,NA,NA
"21200","Onyx River at Lake Vanda Weir",1998-10-20,610.15712104437,0,NA,NA
"21201","Onyx River at Lake Vanda Weir",1998-10-21,610.758286649154,0,NA,NA
"21202","Onyx River at Lake Vanda Weir",1998-10-22,611.359452253938,0,NA,NA
"21203","Onyx River at Lake Vanda Weir",1998-10-23,611.960617858722,0,NA,NA
"21204","Onyx River at Lake Vanda Weir",1998-10-24,612.561783463506,0,NA,NA
"21205","Onyx River at Lake Vanda Weir",1998-10-25,613.16294906829,0,NA,NA
"21206","Onyx River at Lake Vanda Weir",1998-10-26,613.764114673074,0,NA,NA
"21207","Onyx River at Lake Vanda Weir",1998-10-27,614.365280277858,0,NA,NA
"21208","Onyx River at Lake Vanda Weir",1998-10-28,614.966445882642,0,NA,NA
"21209","Onyx River at Lake Vanda Weir",1998-10-29,615.567611487426,0,NA,NA
"21210","Onyx River at Lake Vanda Weir",1998-10-30,616.16877709221,0,NA,NA
"21211","Onyx River at Lake Vanda Weir",1998-10-31,616.769942696994,0,NA,NA
"21212","Onyx River at Lake Vanda Weir",1998-11-01,617.371108301777,0,NA,NA
"21213","Onyx River at Lake Vanda Weir",1998-11-02,617.972273906561,0,NA,NA
"21214","Onyx River at Lake Vanda Weir",1998-11-03,618.573439511345,0,NA,NA
"21215","Onyx River at Lake Vanda Weir",1998-11-04,619.174605116129,0,NA,NA
"21216","Onyx River at Lake Vanda Weir",1998-11-05,619.775770720913,0,NA,NA
"21217","Onyx River at Lake Vanda Weir",1998-11-06,620.376936325697,0,NA,NA
"21218","Onyx River at Lake Vanda Weir",1998-11-07,620.978101930481,0,NA,NA
"21219","Onyx River at Lake Vanda Weir",1998-11-08,621.579267535265,0,NA,NA
"21220","Onyx River at Lake Vanda Weir",1998-11-09,622.180433140049,0,NA,NA
"21221","Onyx River at Lake Vanda Weir",1998-11-10,622.781598744833,0,NA,NA
"21222","Onyx River at Lake Vanda Weir",1998-11-11,623.382764349617,0,NA,NA
"21223","Onyx River at Lake Vanda Weir",1998-11-12,623.983929954401,0,NA,NA
"21224","Onyx River at Lake Vanda Weir",1998-11-13,624.585095559185,0,NA,NA
"21225","Onyx River at Lake Vanda Weir",1998-11-14,625.186261163969,0,NA,NA
"21226","Onyx River at Lake Vanda Weir",1998-11-15,625.787426768753,0,NA,NA
"21227","Onyx River at Lake Vanda Weir",1998-11-16,626.388592373536,0,NA,NA
"21228","Onyx River at Lake Vanda Weir",1998-11-17,626.98975797832,0,NA,NA
"21229","Onyx River at Lake Vanda Weir",1998-11-18,627.590923583104,0,NA,NA
"21230","Onyx River at Lake Vanda Weir",1998-11-19,628.192089187888,0,NA,NA
"21231","Onyx River at Lake Vanda Weir",1998-11-20,628.793254792672,0,NA,NA
"21232","Onyx River at Lake Vanda Weir",1998-11-21,629.394420397456,0,NA,NA
"21233","Onyx River at Lake Vanda Weir",1998-11-22,629.99558600224,0,NA,NA
"21234","Onyx River at Lake Vanda Weir",1998-11-23,630.596751607024,0,NA,NA
"21235","Onyx River at Lake Vanda Weir",1998-11-24,631.197917211808,0,NA,NA
"21236","Onyx River at Lake Vanda Weir",1998-11-25,631.799082816592,0,NA,NA
"21237","Onyx River at Lake Vanda Weir",1998-11-26,632.400248421376,0,NA,NA
"21238","Onyx River at Lake Vanda Weir",1998-11-27,633.00141402616,0,NA,NA
"21239","Onyx River at Lake Vanda Weir",1998-11-28,633.602579630944,0,NA,NA
"21240","Onyx River at Lake Vanda Weir",1998-11-29,634.203745235727,0,NA,NA
"21241","Onyx River at Lake Vanda Weir",1998-11-30,634.804910840511,0,NA,NA
"21242","Onyx River at Lake Vanda Weir",1998-12-01,635.406076445295,0,NA,NA
"21243","Onyx River at Lake Vanda Weir",1998-12-02,636.007242050079,0,NA,NA
"21244","Onyx River at Lake Vanda Weir",1998-12-03,636.608407654863,0,NA,NA
"21245","Onyx River at Lake Vanda Weir",1998-12-04,637.209573259647,0,NA,NA
"21246","Onyx River at Lake Vanda Weir",1998-12-05,637.810738864431,0,NA,NA
"21247","Onyx River at Lake Vanda Weir",1998-12-06,638.411904469215,0,NA,NA
"21248","Onyx River at Lake Vanda Weir",1998-12-07,639.013070073999,0,NA,NA
"21249","Onyx River at Lake Vanda Weir",1998-12-08,639.614235678783,0,NA,NA
"21250","Onyx River at Lake Vanda Weir",1998-12-09,640.215401283567,0,NA,NA
"21251","Onyx River at Lake Vanda Weir",1998-12-10,640.816566888351,0,NA,NA
"21252","Onyx River at Lake Vanda Weir",1998-12-11,641.417732493135,0,NA,NA
"21253","Onyx River at Lake Vanda Weir",1998-12-12,642.018898097919,17.3,NA,NA
"21254","Onyx River at Lake Vanda Weir",1998-12-13,642.620063702703,18.1,NA,NA
"21255","Onyx River at Lake Vanda Weir",1998-12-14,643.221229307486,124.2,NA,NA
"21256","Onyx River at Lake Vanda Weir",1998-12-15,643.82239491227,104.5,NA,NA
"21257","Onyx River at Lake Vanda Weir",1998-12-16,644.423560517054,52.1,NA,NA
"21258","Onyx River at Lake Vanda Weir",1998-12-17,645.024726121838,18.5,NA,NA
"21259","Onyx River at Lake Vanda Weir",1998-12-18,645.625891726622,26.3,NA,NA
"21260","Onyx River at Lake Vanda Weir",1998-12-19,646.227057331406,3.8,NA,NA
"21261","Onyx River at Lake Vanda Weir",1998-12-20,646.82822293619,1.1,NA,NA
"21262","Onyx River at Lake Vanda Weir",1998-12-21,647.429388540974,6.2,NA,NA
"21263","Onyx River at Lake Vanda Weir",1998-12-22,648.030554145758,72.9,NA,NA
"21264","Onyx River at Lake Vanda Weir",1998-12-23,648.631719750542,195.9,NA,NA
"21265","Onyx River at Lake Vanda Weir",1998-12-24,649.232885355326,252.1,NA,NA
"21266","Onyx River at Lake Vanda Weir",1998-12-25,649.83405096011,386.7,NA,NA
"21267","Onyx River at Lake Vanda Weir",1998-12-26,650.435216564893,708.1,NA,NA
"21268","Onyx River at Lake Vanda Weir",1998-12-27,651.036382169677,754.8,NA,NA
"21269","Onyx River at Lake Vanda Weir",1998-12-28,651.637547774461,689.6,NA,NA
"21270","Onyx River at Lake Vanda Weir",1998-12-29,652.238713379245,653.4,NA,NA
"21271","Onyx River at Lake Vanda Weir",1998-12-30,652.839878984029,574,NA,NA
"21272","Onyx River at Lake Vanda Weir",1998-12-31,653.441044588813,515.5,NA,NA
"21273","Onyx River at Lake Vanda Weir",1999-01-01,654.042210193597,515.7,NA,NA
"21274","Onyx River at Lake Vanda Weir",1999-01-02,654.643375798381,415,NA,NA
"21275","Onyx River at Lake Vanda Weir",1999-01-03,655.244541403165,309.4,NA,NA
"21276","Onyx River at Lake Vanda Weir",1999-01-04,655.845707007949,471.2,NA,NA
"21277","Onyx River at Lake Vanda Weir",1999-01-05,656.446872612733,622.1,NA,NA
"21278","Onyx River at Lake Vanda Weir",1999-01-06,657.048038217517,699.6,NA,NA
"21279","Onyx River at Lake Vanda Weir",1999-01-07,657.649203822301,694.6,NA,NA
"21280","Onyx River at Lake Vanda Weir",1999-01-08,658.250369427084,749,NA,NA
"21281","Onyx River at Lake Vanda Weir",1999-01-09,658.851535031868,633.1,NA,NA
"21282","Onyx River at Lake Vanda Weir",1999-01-10,659.452700636652,649,NA,NA
"21283","Onyx River at Lake Vanda Weir",1999-01-11,660.053866241436,547.3,NA,NA
"21284","Onyx River at Lake Vanda Weir",1999-01-12,660.65503184622,534.1,NA,NA
"21285","Onyx River at Lake Vanda Weir",1999-01-13,661.256197451004,469.8,NA,NA
"21286","Onyx River at Lake Vanda Weir",1999-01-14,661.857363055788,402.3,NA,NA
"21287","Onyx River at Lake Vanda Weir",1999-01-15,662.458528660572,404.8,NA,NA
"21288","Onyx River at Lake Vanda Weir",1999-01-16,663.059694265356,352.3,NA,NA
"21289","Onyx River at Lake Vanda Weir",1999-01-17,663.66085987014,376.2,NA,NA
"21290","Onyx River at Lake Vanda Weir",1999-01-18,664.262025474924,275.3,NA,NA
"21291","Onyx River at Lake Vanda Weir",1999-01-19,664.863191079708,256.6,NA,NA
"21292","Onyx River at Lake Vanda Weir",1999-01-20,665.464356684492,183.4,NA,NA
"21293","Onyx River at Lake Vanda Weir",1999-01-21,666.065522289276,221,NA,NA
"21294","Onyx River at Lake Vanda Weir",1999-01-22,666.66668789406,290.8,NA,NA
"21295","Onyx River at Lake Vanda Weir",1999-01-23,667.267853498843,216,NA,NA
"21296","Onyx River at Lake Vanda Weir",1999-01-24,667.869019103627,229.4,NA,NA
"21297","Onyx River at Lake Vanda Weir",1999-01-25,668.470184708411,281.4,NA,NA
"21298","Onyx River at Lake Vanda Weir",1999-01-26,669.071350313195,266,NA,NA
"21299","Onyx River at Lake Vanda Weir",1999-01-27,669.672515917979,228.9,NA,NA
"21300","Onyx River at Lake Vanda Weir",1999-01-28,670.273681522763,274.5,NA,NA
"21301","Onyx River at Lake Vanda Weir",1999-01-29,670.874847127547,201,NA,NA
"21302","Onyx River at Lake Vanda Weir",1999-01-30,671.476012732331,168.9,NA,NA
"21303","Onyx River at Lake Vanda Weir",1999-01-31,672.077178337115,165.8,NA,NA
"21304","Onyx River at Lake Vanda Weir",1999-02-01,672.678343941899,121.2,NA,NA
"21305","Onyx River at Lake Vanda Weir",1999-02-02,673.279509546683,119.7,NA,NA
"21306","Onyx River at Lake Vanda Weir",1999-02-03,673.880675151467,95.1,NA,NA
"21307","Onyx River at Lake Vanda Weir",1999-02-04,674.48184075625,88.6,NA,NA
"21308","Onyx River at Lake Vanda Weir",1999-02-05,675.083006361034,57.8,NA,NA
"21309","Onyx River at Lake Vanda Weir",1999-02-06,675.684171965818,24.2,NA,NA
"21310","Onyx River at Lake Vanda Weir",1999-02-07,676.285337570602,11.3,NA,NA
"21311","Onyx River at Lake Vanda Weir",1999-02-08,676.886503175386,8,NA,NA
"21312","Onyx River at Lake Vanda Weir",1999-02-09,677.48766878017,10,NA,NA
"21313","Onyx River at Lake Vanda Weir",1999-02-10,678.088834384954,13.4,NA,NA
"21314","Onyx River at Lake Vanda Weir",1999-02-11,678.689999989738,19.6,NA,NA
"21315","Onyx River at Lake Vanda Weir",1999-02-12,679.291165594522,16.5,NA,NA
"21316","Onyx River at Lake Vanda Weir",1999-02-13,679.892331199306,6,NA,NA
"21317","Onyx River at Lake Vanda Weir",1999-02-14,680.49349680409,1,NA,NA
"21318","Onyx River at Lake Vanda Weir",1999-02-15,681.094662408874,0,NA,NA
"21319","Onyx River at Lake Vanda Weir",1999-02-16,681.695828013658,0,NA,NA
"21320","Onyx River at Lake Vanda Weir",1999-02-17,682.296993618442,0,NA,NA
"21321","Onyx River at Lake Vanda Weir",1999-02-18,682.898159223226,0,NA,NA
"21322","Onyx River at Lake Vanda Weir",1999-02-19,683.499324828009,0,NA,NA
"21323","Onyx River at Lake Vanda Weir",1999-02-20,684.100490432793,0,NA,NA
"21324","Onyx River at Lake Vanda Weir",1999-02-21,684.701656037577,0,NA,NA
"21325","Onyx River at Lake Vanda Weir",1999-02-22,685.302821642361,0,NA,NA
"21326","Onyx River at Lake Vanda Weir",1999-02-23,685.903987247145,0,NA,NA
"21327","Onyx River at Lake Vanda Weir",1999-02-24,686.505152851929,0,NA,NA
"21328","Onyx River at Lake Vanda Weir",1999-02-25,687.106318456713,0,NA,NA
"21329","Onyx River at Lake Vanda Weir",1999-02-26,687.707484061497,0,NA,NA
"21330","Onyx River at Lake Vanda Weir",1999-02-27,688.308649666281,0,NA,NA
"21331","Onyx River at Lake Vanda Weir",1999-02-28,688.909815271065,0,NA,NA
"21332","Onyx River at Lake Vanda Weir",1999-03-01,689.510980875849,0,NA,NA
"21333","Onyx River at Lake Vanda Weir",1999-03-02,690.112146480633,0,NA,NA
"21334","Onyx River at Lake Vanda Weir",1999-03-03,690.713312085417,0,NA,NA
"21335","Onyx River at Lake Vanda Weir",1999-03-04,691.314477690201,0,NA,NA
"21336","Onyx River at Lake Vanda Weir",1999-03-05,691.915643294984,0,NA,NA
"21337","Onyx River at Lake Vanda Weir",1999-03-06,692.516808899768,0,NA,NA
"21338","Onyx River at Lake Vanda Weir",1999-03-07,693.117974504552,0,NA,NA
"21339","Onyx River at Lake Vanda Weir",1999-03-08,693.719140109336,0,NA,NA
"21340","Onyx River at Lake Vanda Weir",1999-03-09,694.32030571412,0,NA,NA
"21341","Onyx River at Lake Vanda Weir",1999-03-10,694.921471318904,0,NA,NA
"21342","Onyx River at Lake Vanda Weir",1999-03-11,695.522636923688,0,NA,NA
"21343","Onyx River at Lake Vanda Weir",1999-03-12,696.123802528472,0,NA,NA
"21344","Onyx River at Lake Vanda Weir",1999-03-13,696.724968133256,0,NA,NA
"21345","Onyx River at Lake Vanda Weir",1999-03-14,697.32613373804,0,NA,NA
"21346","Onyx River at Lake Vanda Weir",1999-03-15,697.927299342824,0,NA,NA
"21347","Onyx River at Lake Vanda Weir",1999-03-16,698.528464947608,0,NA,NA
"21348","Onyx River at Lake Vanda Weir",1999-03-17,699.129630552392,0,NA,NA
"21349","Onyx River at Lake Vanda Weir",1999-03-18,699.730796157176,0,NA,NA
"21350","Onyx River at Lake Vanda Weir",1999-03-19,700.33196176196,0,NA,NA
"21351","Onyx River at Lake Vanda Weir",1999-03-20,700.933127366743,0,NA,NA
"21352","Onyx River at Lake Vanda Weir",1999-03-21,701.534292971527,0,NA,NA
"21353","Onyx River at Lake Vanda Weir",1999-03-22,702.135458576311,0,NA,NA
"21354","Onyx River at Lake Vanda Weir",1999-03-23,702.736624181095,0,NA,NA
"21355","Onyx River at Lake Vanda Weir",1999-03-24,703.337789785879,0,NA,NA
"21356","Onyx River at Lake Vanda Weir",1999-03-25,703.938955390663,0,NA,NA
"21357","Onyx River at Lake Vanda Weir",1999-03-26,704.540120995447,0,NA,NA
"21358","Onyx River at Lake Vanda Weir",1999-03-27,705.141286600231,0,NA,NA
"21359","Onyx River at Lake Vanda Weir",1999-03-28,705.742452205015,0,NA,NA
"21360","Onyx River at Lake Vanda Weir",1999-03-29,706.343617809799,0,NA,NA
"21361","Onyx River at Lake Vanda Weir",1999-03-30,706.944783414583,0,NA,NA
"21362","Onyx River at Lake Vanda Weir",1999-03-31,707.545949019367,0,NA,NA
"21363","Onyx River at Lake Vanda Weir",1999-04-01,708.14711462415,0,NA,NA
"21364","Onyx River at Lake Vanda Weir",1999-04-02,708.748280228934,0,NA,NA
"21365","Onyx River at Lake Vanda Weir",1999-04-03,709.349445833718,0,NA,NA
"21366","Onyx River at Lake Vanda Weir",1999-04-04,709.950611438502,0,NA,NA
"21367","Onyx River at Lake Vanda Weir",1999-04-05,710.551777043286,0,NA,NA
"21368","Onyx River at Lake Vanda Weir",1999-04-06,711.15294264807,0,NA,NA
"21369","Onyx River at Lake Vanda Weir",1999-04-07,711.754108252854,0,NA,NA
"21370","Onyx River at Lake Vanda Weir",1999-04-08,712.355273857638,0,NA,NA
"21371","Onyx River at Lake Vanda Weir",1999-04-09,712.956439462422,0,NA,NA
"21372","Onyx River at Lake Vanda Weir",1999-04-10,713.557605067206,0,NA,NA
"21373","Onyx River at Lake Vanda Weir",1999-04-11,714.15877067199,0,NA,NA
"21374","Onyx River at Lake Vanda Weir",1999-04-12,714.759936276774,0,NA,NA
"21375","Onyx River at Lake Vanda Weir",1999-04-13,715.361101881557,0,NA,NA
"21376","Onyx River at Lake Vanda Weir",1999-04-14,715.962267486341,0,NA,NA
"21377","Onyx River at Lake Vanda Weir",1999-04-15,716.563433091125,0,NA,NA
"21378","Onyx River at Lake Vanda Weir",1999-04-16,717.164598695909,0,NA,NA
"21379","Onyx River at Lake Vanda Weir",1999-04-17,717.765764300693,0,NA,NA
"21380","Onyx River at Lake Vanda Weir",1999-04-18,718.366929905477,0,NA,NA
"21381","Onyx River at Lake Vanda Weir",1999-04-19,718.968095510261,0,NA,NA
"21382","Onyx River at Lake Vanda Weir",1999-04-20,719.569261115045,0,NA,NA
"21383","Onyx River at Lake Vanda Weir",1999-04-21,720.170426719829,0,NA,NA
"21384","Onyx River at Lake Vanda Weir",1999-04-22,720.771592324613,0,NA,NA
"21385","Onyx River at Lake Vanda Weir",1999-04-23,721.372757929397,0,NA,NA
"21386","Onyx River at Lake Vanda Weir",1999-04-24,721.973923534181,0,NA,NA
"21387","Onyx River at Lake Vanda Weir",1999-04-25,722.575089138965,0,NA,NA
"21388","Onyx River at Lake Vanda Weir",1999-04-26,723.176254743749,0,NA,NA
"21389","Onyx River at Lake Vanda Weir",1999-04-27,723.777420348533,0,NA,NA
"21390","Onyx River at Lake Vanda Weir",1999-04-28,724.378585953316,0,NA,NA
"21391","Onyx River at Lake Vanda Weir",1999-04-29,724.9797515581,0,NA,NA
"21392","Onyx River at Lake Vanda Weir",1999-04-30,725.580917162884,0,NA,NA
"21393","Onyx River at Lake Vanda Weir",1999-05-01,726.182082767668,0,NA,NA
"21394","Onyx River at Lake Vanda Weir",1999-05-02,726.783248372452,0,NA,NA
"21395","Onyx River at Lake Vanda Weir",1999-05-03,727.384413977236,0,NA,NA
"21396","Onyx River at Lake Vanda Weir",1999-05-04,727.98557958202,0,NA,NA
"21397","Onyx River at Lake Vanda Weir",1999-05-05,728.586745186804,0,NA,NA
"21398","Onyx River at Lake Vanda Weir",1999-05-06,729.187910791588,0,NA,NA
"21399","Onyx River at Lake Vanda Weir",1999-05-07,729.789076396372,0,NA,NA
"21400","Onyx River at Lake Vanda Weir",1999-05-08,730.390242001156,0,NA,NA
"21401","Onyx River at Lake Vanda Weir",1999-05-09,730.99140760594,0,NA,NA
"21402","Onyx River at Lake Vanda Weir",1999-05-10,731.592573210724,0,NA,NA
"21403","Onyx River at Lake Vanda Weir",1999-05-11,732.193738815508,0,NA,NA
"21404","Onyx River at Lake Vanda Weir",1999-05-12,732.794904420291,0,NA,NA
"21405","Onyx River at Lake Vanda Weir",1999-05-13,733.396070025075,0,NA,NA
"21406","Onyx River at Lake Vanda Weir",1999-05-14,733.997235629859,0,NA,NA
"21407","Onyx River at Lake Vanda Weir",1999-05-15,734.598401234643,0,NA,NA
"21408","Onyx River at Lake Vanda Weir",1999-05-16,735.199566839427,0,NA,NA
"21409","Onyx River at Lake Vanda Weir",1999-05-17,735.800732444211,0,NA,NA
"21410","Onyx River at Lake Vanda Weir",1999-05-18,736.401898048995,0,NA,NA
"21411","Onyx River at Lake Vanda Weir",1999-05-19,737.003063653779,0,NA,NA
"21412","Onyx River at Lake Vanda Weir",1999-05-20,737.604229258563,0,NA,NA
"21413","Onyx River at Lake Vanda Weir",1999-05-21,738.205394863347,0,NA,NA
"21414","Onyx River at Lake Vanda Weir",1999-05-22,738.806560468131,0,NA,NA
"21415","Onyx River at Lake Vanda Weir",1999-05-23,739.407726072915,0,NA,NA
"21416","Onyx River at Lake Vanda Weir",1999-05-24,740.008891677699,0,NA,NA
"21417","Onyx River at Lake Vanda Weir",1999-05-25,740.610057282483,0,NA,NA
"21418","Onyx River at Lake Vanda Weir",1999-05-26,741.211222887266,0,NA,NA
"21419","Onyx River at Lake Vanda Weir",1999-05-27,741.81238849205,0,NA,NA
"21420","Onyx River at Lake Vanda Weir",1999-05-28,742.413554096834,0,NA,NA
"21421","Onyx River at Lake Vanda Weir",1999-05-29,743.014719701618,0,NA,NA
"21422","Onyx River at Lake Vanda Weir",1999-05-30,743.615885306402,0,NA,NA
