"Date","remarks","Si"
1964-04-15,"",3.21000000000001
1964-05-15,"",3.63
1964-06-15,"",4.82999999999999
1964-07-15,"",5.36999999999999
1964-08-15,"",4.80000000000001
1964-09-15,"",5.95
1964-10-15,"",6.43000000000001
1964-11-15,"",4.74000000000001
1964-12-15,"",4.27
1965-01-15,"",4.64000000000001
1965-02-15,"",4.56
1965-03-15,"",4.47999999999999
1965-04-15,"",3.65000000000001
1965-05-15,"",4.01000000000001
1965-06-15,"",5.34000000000001
1965-07-15,"",5.36999999999999
1965-08-15,"",6.81999999999999
1965-09-15,"",6.15
1965-10-15,"",4.37999999999999
1965-11-15,"",4.27999999999999
1965-12-15,"",4.84000000000001
1966-01-15,"",4.60000000000001
1966-02-15,"",4.91999999999999
1966-03-15,"",3.92
1966-04-15,"",3.50000000000001
1966-05-15,"",3.58
1966-06-15,"",4.25000000000001
1966-07-15,"",5.56
1966-08-15,"",5.15000000000001
1966-09-15,"",6.14000000000001
1966-10-15,"",5.25
1966-11-15,"",5.17999999999999
1966-12-15,"",4.91999999999999
1967-01-15,"",4.91
1967-02-15,"",5.15000000000001
1967-03-15,"",4.40000000000001
1967-04-15,"",3.35000000000001
1967-05-15,"",3.70000000000001
1967-06-15,"",4.49000000000001
1967-07-15,"",5.36
1967-08-15,"",4.75000000000001
1967-09-15,"",4.64000000000001
1967-10-15,"",4.08999999999999
1967-11-15,"",3.87999999999999
1967-12-15,"",4.07999999999999
1968-01-15,"",5.00000000000001
1968-02-15,"",4.76
1968-03-15,"",3.71000000000001
1968-04-15,"",3.36000000000001
1968-05-15,"",3.43
1968-06-15,"",3.77999999999999
1968-07-15,"",4.42999999999999
1968-08-15,"",6.16999999999999
1968-09-15,"",6.24
1968-10-15,"",6.15
1968-11-15,"",5.24000000000001
1968-12-15,"",4.61
1969-01-15,"",4.92999999999999
1969-02-15,"",5.11
1969-03-15,"",4.81
1969-04-15,"",2.51
1969-05-15,"",2.89999999999999
1969-06-15,"",4.32999999999999
1969-07-15,"",3.82999999999999
1969-08-15,"",3.66000000000001
1969-09-15,"",5.51
1969-10-15,"",5.41999999999999
1969-11-15,"",4.45000000000001
1969-12-15,"",4.42999999999999
1970-01-15,"",4.97999999999999
1970-02-15,"",4.47
1970-03-15,"",4.91
1970-04-15,"",3.48
1970-05-15,"",3.95000000000001
1970-06-15,"",5.6
1970-07-15,"",5.56
1970-08-15,"",7.62000000000001
1970-09-15,"",5.76999999999999
1970-10-15,"",4.92999999999999
1970-11-15,"",4.89000000000001
1970-12-15,"",4.97999999999999
1971-01-15,"",4.74000000000001
1971-02-15,"",5.42999999999999
1971-03-15,"",5.21
1971-04-15,"",3.48
1971-05-15,"",3.28999999999999
1971-06-15,"",4.96999999999999
1971-07-15,"",5.67999999999999
1971-08-15,"",5.42999999999999
1971-09-15,"",6.31999999999999
1971-10-15,"",5.71
1971-11-15,"",5.55
1971-12-15,"",4.77999999999999
1972-01-15,"",5.00000000000001
1972-02-15,"",5.4
1972-03-15,"",4.76
1972-04-15,"",3.93999999999999
1972-05-15,"",3.28999999999999
1972-06-15,"",4.60000000000001
1972-07-15,"",4.86
1972-08-15,"",4.55000000000001
1972-09-15,"",6.06999999999999
1972-10-15,"",5.46999999999999
1972-11-15,"",4.59000000000001
1972-12-15,"",4.57
1973-01-15,"",3.95000000000001
1973-02-15,"",4.32999999999999
1973-03-15,"",3.76000000000001
1973-04-15,"",3.23
1973-05-15,"",4.21
1973-06-15,"",3.47
1973-07-15,"",3.71000000000001
1973-08-15,"",5.56999999999999
1973-09-15,"",5.42999999999999
1973-10-15,"",5.25
1973-11-15,"",4.86999999999999
1973-12-15,"",3.01000000000001
1974-01-15,"",3.77
1974-02-15,"",4.52
1974-03-15,"",3.87
1974-04-15,"",3.13
1974-05-15,"",3.48999999999999
1974-06-15,"",3.83999999999999
1974-07-15,"",4.46
1974-08-15,"",5.09000000000001
1974-09-15,"",4.49000000000001
1974-10-15,"",4.72
1974-11-15,"",4.50000000000001
1974-12-15,"",4.32999999999999
1975-01-15,"",4.99000000000001
1975-02-15,"",5.10000000000001
1975-03-15,"",3.36000000000001
1975-04-15,"",3.53
1975-05-15,"",3.61000000000001
1975-06-15,"",4.40000000000001
1975-07-15,"",4.23999999999999
1975-08-15,"",5.79000000000001
1975-09-15,"",4.80000000000001
1975-10-15,"",4.17999999999999
1975-11-15,"",4.20000000000001
1975-12-15,"",4.25000000000001
1976-01-15,"",3.98999999999999
1976-02-15,"",4.08999999999999
1976-03-15,"",3.73999999999999
1976-04-15,"",3.48999999999999
1976-05-15,"",3.68999999999999
1976-06-15,"",4.77999999999999
1976-07-15,"",5.22999999999999
1976-08-15,"",4.72
1976-09-15,"",4.49000000000001
1976-10-15,"",4.06
1976-11-15,"",4.22
1976-12-15,"",4.02
1977-01-15,"",5.61
1977-02-15,"",6.24
1977-03-15,"",4.08999999999999
1977-04-15,"",3.63
1977-05-15,"",4.49000000000001
1977-06-15,"",5.41999999999999
1977-07-15,"",5.91999999999999
1977-08-15,"",7.79999999999999
1977-09-15,"",4.86999999999999
1977-10-15,"",4.03999999999999
1977-11-15,"",4.47999999999999
1977-12-15,"",4.44000000000001
1978-01-15,"",3.14999999999999
1978-02-15,"",4.52
1978-03-15,"",5.04000000000001
1978-04-15,"",3.48
1978-05-15,"",3.53999999999999
1978-06-15,"",4.26
1978-07-15,"",5.64000000000001
1978-08-15,"",6.06999999999999
1978-09-15,"",5.8
1978-10-15,"",5.96
1978-11-15,"",5.99000000000001
1978-12-15,"",6.04000000000001
1979-01-15,"",3.96000000000001
1979-02-15,"",5.36999999999999
1979-03-15,"",3.14999999999999
1979-04-15,"",2.78
1979-05-15,"",3.85000000000001
1979-06-15,"",3.70000000000001
1979-07-15,"",5.17999999999999
1979-08-15,"",6.31999999999999
1979-09-15,"",4.67999999999999
1979-10-15,"",4.51
1979-11-15,"",4.28999999999999
1979-12-15,"",5.05000000000001
1980-01-15,"",5.31999999999999
1980-02-15,"",6.66999999999999
1980-03-15,"",3.87999999999999
1980-04-15,"",3.22
1980-05-15,"",4.40000000000001
1980-06-15,"",5.31999999999999
1980-07-15,"",6.01999999999999
1980-08-15,"",6.85999999999999
1980-09-15,"",5.51
1980-10-15,"",4.64000000000001
1980-11-15,"",5.07999999999999
1980-12-15,"",4.49000000000001
1981-01-15,"",5.51
1981-02-15,"",3.51000000000001
1981-03-15,"",4.27
1981-04-15,"",4.22999999999999
1981-05-15,"",4.30000000000001
1981-06-15,"",4.38999999999999
1981-07-15,"",4.67
1981-08-15,"",4.13999999999999
1981-09-15,"",4.97999999999999
1981-10-15,"",3.96000000000001
1981-11-15,"",4.85000000000001
1981-12-15,"",5.6
1982-01-15,"",5.26
1982-02-15,"",5.94000000000001
1982-03-15,"",5.52999999999999
1982-04-15,"",3.41000000000001
1982-05-15,"",4.10000000000001
1982-06-15,"",4.65000000000001
1982-07-15,"",4.90000000000001
1982-08-15,"",5.83000000000001
1982-09-15,"",5.59000000000001
1982-10-15,"",5.74000000000001
1982-11-15,"",4.82999999999999
1982-12-15,"",4.79000000000001
1983-01-15,"",3.75000000000001
1983-02-15,"",3.63999999999999
1983-03-15,"",3.97
1983-04-15,"",3.46000000000001
1983-05-15,"",3.48
1983-06-15,"",3.88999999999999
1983-07-15,"",5.86999999999999
1983-08-15,"",5.3
1983-09-15,"",5.5
1983-10-15,"",5.34000000000001
1983-11-15,"",4.42
1983-12-15,"",3.20000000000001
1984-01-15,"",4.87999999999999
1984-02-15,"",3.85000000000001
1984-03-15,"",4.15000000000001
1984-04-15,"",3.08
1984-05-15,"",3.28999999999999
1984-06-15,"",3.90000000000001
1984-07-15,"",3.82999999999999
1984-08-15,"",5.79000000000001
1984-09-15,"",6.11
1984-10-15,"",6.23000000000001
1984-11-15,"",5.05000000000001
1984-12-15,"",4.16
1985-01-15,"",4.74000000000001
1985-02-15,"",4.27999999999999
1985-03-15,"",3.96000000000001
1985-04-15,"",3.57
1985-05-15,"",3.92
