"","date","Si_load_kg.day","se.pred","month","year","day.month","Q"
"1",1993-10-01,0,0,10,1993,"10-01",0
"2",1993-10-02,0,0,10,1993,"10-02",0
"3",1993-10-03,0,0,10,1993,"10-03",0
"4",1993-10-04,0,0,10,1993,"10-04",0
"5",1993-10-05,0,0,10,1993,"10-05",0
"6",1993-10-06,0,0,10,1993,"10-06",0
"7",1993-10-07,0,0,10,1993,"10-07",0
"8",1993-10-08,0,0,10,1993,"10-08",0
"9",1993-10-09,0,0,10,1993,"10-09",0
"10",1993-10-10,0,0,10,1993,"10-10",0
"11",1993-10-11,0,0,10,1993,"10-11",0
"12",1993-10-12,0,0,10,1993,"10-12",0
"13",1993-10-13,0,0,10,1993,"10-13",0
"14",1993-10-14,0,0,10,1993,"10-14",0
"15",1993-10-15,0,0,10,1993,"10-15",0
"16",1993-10-16,0,0,10,1993,"10-16",0
"17",1993-10-17,0,0,10,1993,"10-17",0
"18",1993-10-18,0,0,10,1993,"10-18",0
"19",1993-10-19,0,0,10,1993,"10-19",0
"20",1993-10-20,0,0,10,1993,"10-20",0
"21",1993-10-21,0,0,10,1993,"10-21",0
"22",1993-10-22,0,0,10,1993,"10-22",0
"23",1993-10-23,0,0,10,1993,"10-23",0
"24",1993-10-24,0,0,10,1993,"10-24",0
"25",1993-10-25,0,0,10,1993,"10-25",0
"26",1993-10-26,0,0,10,1993,"10-26",0
"27",1993-10-27,0,0,10,1993,"10-27",0
"28",1993-10-28,0,0,10,1993,"10-28",0
"29",1993-10-29,0,0,10,1993,"10-29",0
"30",1993-10-30,0,0,10,1993,"10-30",0
"31",1993-10-31,0,0,10,1993,"10-31",0
"32",1993-11-01,0,0,11,1993,"11-01",0
"33",1993-11-02,0,0,11,1993,"11-02",0
"34",1993-11-03,0,0,11,1993,"11-03",0
"35",1993-11-04,0,0,11,1993,"11-04",0
"36",1993-11-05,0,0,11,1993,"11-05",0
"37",1993-11-06,0,0,11,1993,"11-06",0
"38",1993-11-07,0,0,11,1993,"11-07",0
"39",1993-11-08,0,0,11,1993,"11-08",0
"40",1993-11-09,0,0,11,1993,"11-09",0
"41",1993-11-10,0,0,11,1993,"11-10",0
"42",1993-11-11,0,0,11,1993,"11-11",0
"43",1993-11-12,0,0,11,1993,"11-12",0
"44",1993-11-13,0,0,11,1993,"11-13",0
"45",1993-11-14,0,0,11,1993,"11-14",0
"46",1993-11-15,0,0,11,1993,"11-15",0
"47",1993-11-16,0,0,11,1993,"11-16",0
"48",1993-11-17,0,0,11,1993,"11-17",0
"49",1993-11-18,0,0,11,1993,"11-18",0
"50",1993-11-19,0,0,11,1993,"11-19",0
"51",1993-11-20,0,0,11,1993,"11-20",0
"52",1993-11-21,0,0,11,1993,"11-21",0
"53",1993-11-22,0,0,11,1993,"11-22",0
"54",1993-11-23,0,0,11,1993,"11-23",0
"55",1993-11-24,0,0,11,1993,"11-24",0
"56",1993-11-25,0,0,11,1993,"11-25",0
"57",1993-11-26,0,0,11,1993,"11-26",0
"58",1993-11-27,0,0,11,1993,"11-27",0
"59",1993-11-28,0,0,11,1993,"11-28",0
"60",1993-11-29,0,0,11,1993,"11-29",0
"61",1993-11-30,0,0,11,1993,"11-30",0
"62",1993-12-01,0,0,12,1993,"12-01",0
"63",1993-12-02,0,0,12,1993,"12-02",0
"64",1993-12-03,0,0,12,1993,"12-03",0
"65",1993-12-04,0,0,12,1993,"12-04",0
"66",1993-12-05,0,0,12,1993,"12-05",0
"67",1993-12-06,0,0,12,1993,"12-06",0
"68",1993-12-07,0,0,12,1993,"12-07",0
"69",1993-12-08,0,0,12,1993,"12-08",0
"70",1993-12-09,0,0,12,1993,"12-09",0
"71",1993-12-10,0,0,12,1993,"12-10",0
"72",1993-12-11,0,0,12,1993,"12-11",0
"73",1993-12-12,0,0,12,1993,"12-12",0
"74",1993-12-13,0,0,12,1993,"12-13",0
"75",1993-12-14,0,0,12,1993,"12-14",0
"76",1993-12-15,0,0,12,1993,"12-15",0
"77",1993-12-16,0,0,12,1993,"12-16",0
"78",1993-12-17,0,0,12,1993,"12-17",0
"79",1993-12-18,0,0,12,1993,"12-18",0
"80",1993-12-19,0,0,12,1993,"12-19",0
"81",1993-12-20,0,0,12,1993,"12-20",0
"82",1993-12-21,0,0,12,1993,"12-21",0
"83",1993-12-22,0,0,12,1993,"12-22",0
"84",1993-12-23,0,0,12,1993,"12-23",0
"85",1993-12-24,0,0,12,1993,"12-24",0
"86",1993-12-25,0,0,12,1993,"12-25",0
"87",1993-12-26,0,0,12,1993,"12-26",0
"88",1993-12-27,0,0,12,1993,"12-27",0
"89",1993-12-28,0,0,12,1993,"12-28",0
"90",1993-12-29,0,0,12,1993,"12-29",0
"91",1993-12-30,0,0,12,1993,"12-30",0
"92",1993-12-31,0,0,12,1993,"12-31",0
"93",1994-01-01,0,0,1,1994,"01-01",0
"94",1994-01-02,0,0,1,1994,"01-02",0
"95",1994-01-03,0,0,1,1994,"01-03",0
"96",1994-01-04,0,0,1,1994,"01-04",0
"97",1994-01-05,0,0,1,1994,"01-05",0
"98",1994-01-06,0,0,1,1994,"01-06",0
"99",1994-01-07,0,0,1,1994,"01-07",0
"100",1994-01-08,0,0,1,1994,"01-08",0
"101",1994-01-09,0,0,1,1994,"01-09",0
"102",1994-01-10,0,0,1,1994,"01-10",0
"103",1994-01-11,0,0,1,1994,"01-11",0
"104",1994-01-12,0,0,1,1994,"01-12",0
"105",1994-01-13,0,0,1,1994,"01-13",0
"106",1994-01-14,0,0,1,1994,"01-14",0
"107",1994-01-15,0,0,1,1994,"01-15",0
"108",1994-01-16,0,0,1,1994,"01-16",0
"109",1994-01-17,0,0,1,1994,"01-17",0
"110",1994-01-18,0,0,1,1994,"01-18",0
"111",1994-01-19,0,0,1,1994,"01-19",0
"112",1994-01-20,0,0,1,1994,"01-20",0
"113",1994-01-21,0,0,1,1994,"01-21",0
"114",1994-01-22,0,0,1,1994,"01-22",0
"115",1994-01-23,0,0,1,1994,"01-23",0
"116",1994-01-24,0,0,1,1994,"01-24",0
"117",1994-01-25,0,0,1,1994,"01-25",0
"118",1994-01-26,0,0,1,1994,"01-26",0
"119",1994-01-27,0,0,1,1994,"01-27",0
"120",1994-01-28,0,0,1,1994,"01-28",0
"121",1994-01-29,0,0,1,1994,"01-29",0
"122",1994-01-30,0,0,1,1994,"01-30",0
"123",1994-01-31,0,0,1,1994,"01-31",0
"124",1994-02-01,0,0,2,1994,"02-01",0
"125",1994-02-02,0,0,2,1994,"02-02",0
"126",1994-02-03,0,0,2,1994,"02-03",0
"127",1994-02-04,0,0,2,1994,"02-04",0
"128",1994-02-05,0,0,2,1994,"02-05",0
"129",1994-02-06,0,0,2,1994,"02-06",0
"130",1994-02-07,0,0,2,1994,"02-07",0
"131",1994-02-08,0,0,2,1994,"02-08",0
"132",1994-02-09,0,0,2,1994,"02-09",0
"133",1994-02-10,0,0,2,1994,"02-10",0
"134",1994-02-11,0,0,2,1994,"02-11",0
"135",1994-02-12,0,0,2,1994,"02-12",0
"136",1994-02-13,0,0,2,1994,"02-13",0
"137",1994-02-14,0,0,2,1994,"02-14",0
"138",1994-02-15,0,0,2,1994,"02-15",0
"139",1994-02-16,0,0,2,1994,"02-16",0
"140",1994-02-17,0,0,2,1994,"02-17",0
"141",1994-02-18,0,0,2,1994,"02-18",0
"142",1994-02-19,0,0,2,1994,"02-19",0
"143",1994-02-20,0,0,2,1994,"02-20",0
"144",1994-02-21,0,0,2,1994,"02-21",0
"145",1994-02-22,0,0,2,1994,"02-22",0
"146",1994-02-23,0,0,2,1994,"02-23",0
"147",1994-02-24,0,0,2,1994,"02-24",0
"148",1994-02-25,0,0,2,1994,"02-25",0
"149",1994-02-26,0,0,2,1994,"02-26",0
"150",1994-02-27,0,0,2,1994,"02-27",0
"151",1994-02-28,0,0,2,1994,"02-28",0
"152",1994-03-01,0,0,3,1994,"03-01",0
"153",1994-03-02,0,0,3,1994,"03-02",0
"154",1994-03-03,0,0,3,1994,"03-03",0
"155",1994-03-04,0,0,3,1994,"03-04",0
"156",1994-03-05,0,0,3,1994,"03-05",0
"157",1994-03-06,0,0,3,1994,"03-06",0
"158",1994-03-07,0,0,3,1994,"03-07",0
"159",1994-03-08,0,0,3,1994,"03-08",0
"160",1994-03-09,0,0,3,1994,"03-09",0
"161",1994-03-10,0,0,3,1994,"03-10",0
"162",1994-03-11,0,0,3,1994,"03-11",0
"163",1994-03-12,0,0,3,1994,"03-12",0
"164",1994-03-13,0,0,3,1994,"03-13",0
"165",1994-03-14,0,0,3,1994,"03-14",0
"166",1994-03-15,0,0,3,1994,"03-15",0
"167",1994-03-16,0,0,3,1994,"03-16",0
"168",1994-03-17,0,0,3,1994,"03-17",0
"169",1994-03-18,0,0,3,1994,"03-18",0
"170",1994-03-19,0,0,3,1994,"03-19",0
"171",1994-03-20,0,0,3,1994,"03-20",0
"172",1994-03-21,0,0,3,1994,"03-21",0
"173",1994-03-22,0,0,3,1994,"03-22",0
"174",1994-03-23,0,0,3,1994,"03-23",0
"175",1994-03-24,0,0,3,1994,"03-24",0
"176",1994-03-25,0,0,3,1994,"03-25",0
"177",1994-03-26,0,0,3,1994,"03-26",0
"178",1994-03-27,0,0,3,1994,"03-27",0
"179",1994-03-28,0,0,3,1994,"03-28",0
"180",1994-03-29,0,0,3,1994,"03-29",0
"181",1994-03-30,0,0,3,1994,"03-30",0
"182",1994-03-31,0,0,3,1994,"03-31",0
"183",1994-04-01,0,0,4,1994,"04-01",0
"184",1994-04-02,0,0,4,1994,"04-02",0
"185",1994-04-03,0,0,4,1994,"04-03",0
"186",1994-04-04,0,0,4,1994,"04-04",0
"187",1994-04-05,0,0,4,1994,"04-05",0
"188",1994-04-06,0,0,4,1994,"04-06",0
"189",1994-04-07,0,0,4,1994,"04-07",0
"190",1994-04-08,0,0,4,1994,"04-08",0
"191",1994-04-09,0,0,4,1994,"04-09",0
"192",1994-04-10,0,0,4,1994,"04-10",0
"193",1994-04-11,0,0,4,1994,"04-11",0
"194",1994-04-12,0,0,4,1994,"04-12",0
"195",1994-04-13,0,0,4,1994,"04-13",0
"196",1994-04-14,0,0,4,1994,"04-14",0
"197",1994-04-15,0,0,4,1994,"04-15",0
"198",1994-04-16,0,0,4,1994,"04-16",0
"199",1994-04-17,0,0,4,1994,"04-17",0
"200",1994-04-18,0,0,4,1994,"04-18",0
"201",1994-04-19,0,0,4,1994,"04-19",0
"202",1994-04-20,0,0,4,1994,"04-20",0
"203",1994-04-21,0,0,4,1994,"04-21",0
"204",1994-04-22,0,0,4,1994,"04-22",0
"205",1994-04-23,0,0,4,1994,"04-23",0
"206",1994-04-24,0,0,4,1994,"04-24",0
"207",1994-04-25,0,0,4,1994,"04-25",0
"208",1994-04-26,0,0,4,1994,"04-26",0
"209",1994-04-27,0,0,4,1994,"04-27",0
"210",1994-04-28,0,0,4,1994,"04-28",0
"211",1994-04-29,0,0,4,1994,"04-29",0
"212",1994-04-30,0,0,4,1994,"04-30",0
"213",1994-05-01,0,0,5,1994,"05-01",0
"214",1994-05-02,0,0,5,1994,"05-02",0
"215",1994-05-03,0,0,5,1994,"05-03",0
"216",1994-05-04,0,0,5,1994,"05-04",0
"217",1994-05-05,0,0,5,1994,"05-05",0
"218",1994-05-06,0,0,5,1994,"05-06",0
"219",1994-05-07,0,0,5,1994,"05-07",0
"220",1994-05-08,0,0,5,1994,"05-08",0
"221",1994-05-09,0.00165888165330439,0.000782428626570248,5,1994,"05-09",0.00095
"222",1994-05-10,0,0,5,1994,"05-10",0
"223",1994-05-11,0.00452917720510952,0.00213623310199867,5,1994,"05-11",0.0026
"224",1994-05-12,0,0,5,1994,"05-12",0
"225",1994-05-13,0,0,5,1994,"05-13",0
"226",1994-05-14,0.00530958466203024,0.00250432032116066,5,1994,"05-14",0.00305
"227",1994-05-15,0.0144240314940605,0.00680324309393816,5,1994,"05-15",0.00835
"228",1994-05-16,0.194196436282157,0.0915947503683702,5,1994,"05-16",0.1355
"229",1994-05-17,0.376994860699349,0.177813510984023,5,1994,"05-17",0.3775
"230",1994-05-18,0.363328644039278,0.171367699065824,5,1994,"05-18",0.348
"231",1994-05-19,0.327228342720502,0.154340619934918,5,1994,"05-19",0.285263158
"232",1994-05-20,0.121117484151147,0.0571263095165698,5,1994,"05-20",0.0776
"233",1994-05-21,0.0886610671429074,0.0418179059709866,5,1994,"05-21",0.054947368
"234",1994-05-22,0.066449426528925,0.0313415567842605,5,1994,"05-22",0.040307692
"235",1994-05-23,0.0630802313883305,0.0297524411766152,5,1994,"05-23",0.038142857
"236",1994-05-24,0.0501418489881039,0.0236499197874101,5,1994,"05-24",0.029958333
"237",1994-05-25,0.0545908501258382,0.0257483370210162,5,1994,"05-25",0.03275
"238",1994-05-26,0.0682312408980256,0.0321819678930587,5,1994,"05-26",0.041458333
"239",1994-05-27,0.0384807090494188,0.0181498229671852,5,1994,"05-27",0.02275
"240",1994-05-28,0.0212516294104646,0.0100235500096635,5,1994,"05-28",0.012375
"241",1994-05-29,0.0101066038985911,0.00476688387740772,5,1994,"05-29",0.005829167
"242",1994-05-30,0.0080473050008652,0.00379559433120304,5,1994,"05-30",0.004633333
"243",1994-05-31,0.011573113904616,0.00545857843414718,5,1994,"05-31",0.006683333
"244",1994-06-01,0.0281652379762477,0.0132844247345088,6,1994,"06-01",0.0165
"245",1994-06-02,0.0188295449493366,0.00888114891397192,6,1994,"06-02",0.010941667
"246",1994-06-03,0.00835630142238327,0.00394133567762273,6,1994,"06-03",0.0048125
"247",1994-06-04,0.0041313519363326,0.00194859471438734,6,1994,"06-04",0.002370833
"248",1994-06-05,0.00332765695892152,0.00156952369620797,6,1994,"06-05",0.001908333
"249",1994-06-06,0.00260267756347517,0.001227579693427,6,1994,"06-06",0.001491667
"250",1994-06-07,0.00218904347486076,0.00103248491302929,6,1994,"06-07",0.001254167
"251",1994-06-08,0.00156950673577294,0.000740274025707271,6,1994,"06-08",0.00089875
"252",1994-06-09,0.00121841725655139,0.000574679054852426,6,1994,"06-09",0.0006975
"253",1994-06-10,0.000982788159728212,0.000463542163175971,6,1994,"06-10",0.0005625
"254",1994-06-11,0.000772533853376235,0.000364373552912686,6,1994,"06-11",0.000442083
"255",1994-06-12,0.00064154261421421,0.000302590185096107,6,1994,"06-12",0.000367083
"256",1994-06-13,0.000563093076834699,0.000265588652367926,6,1994,"06-13",0.000322174
"257",1994-06-14,0.000533089860310837,0.00025143732611105,6,1994,"06-14",0.000305
"258",1994-06-15,0.000618252862205621,0.000291605333560168,6,1994,"06-15",0.00035375
"259",1994-06-16,0.00382737894515989,0.00180522272065652,6,1994,"06-16",0.002195833
"260",1994-06-17,0.00824853059913958,0.00389050445826061,6,1994,"06-17",0.00475
"261",1994-06-18,0.0132283463033629,0.00623928585219978,6,1994,"06-18",0.00765
"262",1994-06-19,0.0392976971201409,0.0185351638098101,6,1994,"06-19",0.02325
"263",1994-06-20,0.111483912176971,0.0525825360209107,6,1994,"06-20",0.070708333
"264",1994-06-21,0.103585846236281,0.048857331830349,6,1994,"06-21",0.065166667
"265",1994-06-22,0.0610967729642087,0.0288169225713226,6,1994,"06-22",0.036875
"266",1994-06-23,0.0282346435720603,0.0133171605989991,6,1994,"06-23",0.016541667
"267",1994-06-24,0.0142818175493713,0.0067361664214096,6,1994,"06-24",0.008266667
"268",1994-06-25,0.00965518124924597,0.00455396573292994,6,1994,"06-25",0.005566667
"269",1994-06-26,0.0427563449920458,0.0201664707199891,6,1994,"06-26",0.025375
"270",1994-06-27,0.126420665074796,0.0596276094485324,6,1994,"06-27",0.081458333
"271",1994-06-28,0.083144633217163,0.0392160230630117,6,1994,"06-28",0.05125
"272",1994-06-29,0.040385123663414,0.0190480597448844,6,1994,"06-29",0.023916667
"273",1994-06-30,0.0162909130516901,0.00768377701882412,6,1994,"06-30",0.009445833
"274",1994-07-01,0.00754394254570033,0.00355817824207024,7,1994,"07-01",0.004341667
"275",1994-07-02,0.00379118190112657,0.00178815001182737,7,1994,"07-02",0.002175
"276",1994-07-03,0.0031827320530798,0.00150116837091537,7,1994,"07-03",0.001825
"277",1994-07-04,0.00581485630853939,0.00274263690006522,7,1994,"07-04",0.003341667
"278",1994-07-05,0.00609617743189394,0.00287532490691191,7,1994,"07-05",0.003504167
"279",1994-07-06,0.127864093724964,0.0603084174459284,7,1994,"07-06",0.082516667
"280",1994-07-07,0.110599949855954,0.0521656060829638,7,1994,"07-07",0.070083333
"281",1994-07-08,0.0424182308577879,0.0200069957042974,7,1994,"07-08",0.025166667
"282",1994-07-09,0.0173459094842741,0.00818137695799937,7,1994,"07-09",0.010066667
"283",1994-07-10,0.0109941023825476,0.00518548168304506,7,1994,"07-10",0.006345833
"284",1994-07-11,0.00706174808468145,0.00333074625551275,7,1994,"07-11",0.0040625
"285",1994-07-12,0.00444963417625477,0.00209871581274775,7,1994,"07-12",0.002554167
"286",1994-07-13,0.00808324423638384,0.00381254544198952,7,1994,"07-13",0.004654167
"287",1994-07-14,0.138099874527404,0.0651362289412056,7,1994,"07-14",0.090125
"288",1994-07-15,0.0879500615867849,0.0414825528735232,7,1994,"07-15",0.046375
"289",1994-07-16,0.0407704673477134,0.0192298110645541,7,1994,"07-16",0.019125
"290",1994-07-17,0.0214644325857822,0.0101239208202405,7,1994,"07-17",0.0091875
"291",1994-07-18,0.01511476875987,0.00712903644341048,7,1994,"07-18",0.006370833
"292",1994-07-19,0.0169385264416418,0.0079892305478562,7,1994,"07-19",0.007066667
"293",1994-07-20,0.0614399723290172,0.0289787960884068,7,1994,"07-20",0.026058333
"294",1994-07-21,0.247551458854292,0.116760196588469,7,1994,"07-21",0.119
"295",1994-07-22,0.120190515429919,0.0566890951667824,7,1994,"07-22",0.05175
"296",1994-07-23,0.051072166874251,0.0240887138053449,7,1994,"07-23",0.020875
"297",1994-07-24,0.019098450289807,0.00900798088887654,7,1994,"07-24",0.007604167
"298",1994-07-25,0.0182598254926983,0.00861243486128471,7,1994,"07-25",0.007216667
"299",1994-07-26,0.0125677310479345,0.00592769985933126,7,1994,"07-26",0.004916667
"300",1994-07-27,0.00980650780570471,0.00462534046270512,7,1994,"07-27",0.003079167
"301",1994-07-28,0.00822367431897072,0.00387878073757479,7,1994,"07-28",0.002075
"302",1994-07-29,0.0073522381212313,0.00346775887475373,7,1994,"07-29",0.001491667
"303",1994-07-30,0.0247121841861567,0.0116557563306644,7,1994,"07-30",0.00405
"304",1994-07-31,0.446761088407458,0.210719471224109,7,1994,"07-31",0.082375
"305",1994-08-01,0.235774703740879,0.111205568679669,8,1994,"08-01",0.041041667
"306",1994-08-02,0.10534597489301,0.0496875146494356,8,1994,"08-02",0.017779167
"307",1994-08-03,0.0425984127649074,0.0200919803575664,8,1994,"08-03",0.0071
"308",1994-08-04,0.0266946564009446,0.0125908097801618,8,1994,"08-04",0.004445833
"309",1994-08-05,0.0172487674838738,0.00813555893246146,8,1994,"08-05",0.002875
"310",1994-08-06,0.0118031079676498,0.00556705750406779,8,1994,"08-06",0.001970833
"311",1994-08-07,0.0101536069370178,0.00478905334484836,8,1994,"08-07",0.0017
"312",1994-08-08,0.02764174737347,0.0130375149971337,8,1994,"08-08",0.0046625
"313",1994-08-09,0.0333687347181553,0.0157387075949067,8,1994,"08-09",0.005654167
"314",1994-08-10,0.0246404828889042,0.0116219376749328,8,1994,"08-10",0.004179167
"315",1994-08-11,0.0166864322104684,0.00787032770589014,8,1994,"08-11",0.002833333
"316",1994-08-12,0.0115611027861943,0.00545291326636893,8,1994,"08-12",0.001966667
"317",1994-08-13,0.0354367105379842,0.016714089700837,8,1994,"08-13",0.006083333
"318",1994-08-14,0.0318225416496213,0.0150094297006002,8,1994,"08-14",0.005475
"319",1994-08-15,0.151130649880745,0.0712823284188572,8,1994,"08-15",0.0269125
"320",1994-08-16,0.193414650698062,0.0912260131413248,8,1994,"08-16",0.034958333
"321",1994-08-17,0.255961904778319,0.120727070078252,8,1994,"08-17",0.04725
"322",1994-08-18,0.314797518174132,0.148477493437872,8,1994,"08-18",0.059333333
"323",1994-08-19,0.224250450849723,0.105770036046033,8,1994,"08-19",0.041291667
"324",1994-08-20,0.158978738149372,0.07498396012537,8,1994,"08-20",0.028833333
"325",1994-08-21,0.549917566725555,0.259374287251207,8,1994,"08-21",0.11325
"326",1994-08-22,0.672942771134864,0.317400392686612,8,1994,"08-22",0.145875
"327",1994-08-23,0.26377381573076,0.124411638380778,8,1994,"08-23",0.049791667
"328",1994-08-24,0.23932621440282,0.11288067528172,8,1994,"08-24",0.045
"329",1994-08-25,0.388212348780891,0.18310435483399,8,1994,"08-25",0.076708333
"330",1994-08-26,0.434148352143643,0.204770544190929,8,1994,"08-26",0.087416667
"331",1994-08-27,0.261532235808255,0.123354374110829,8,1994,"08-27",0.05
"332",1994-08-28,0.197481639223542,0.0931442501897184,8,1994,"08-28",0.037166667
"333",1994-08-29,0.160157730751909,0.0755400441358852,8,1994,"08-29",0.029916667
"334",1994-08-30,0.17869185317869,0.0842818539727623,8,1994,"08-30",0.033666667
"335",1994-08-31,0.174991540211244,0.0825365632299106,8,1994,"08-31",0.033041667
"336",1994-09-01,0.133983143882091,0.0631945305094001,9,1994,"09-01",0.025083333
"337",1994-09-02,0.110762641659477,0.0522423413486358,9,1994,"09-02",0.020666667
"338",1994-09-03,0.128247032124407,0.060489034288209,9,1994,"09-03",0.024125
"339",1994-09-04,0.174078271501188,0.0821058106315711,9,1994,"09-04",0.033291667
"340",1994-09-05,0.237349716441728,0.111948439650543,9,1994,"09-05",0.046416667
"341",1994-09-06,0.234634004080269,0.110667545929822,9,1994,"09-06",0.046
"342",1994-09-07,0.232958774235752,0.109877406510398,9,1994,"09-07",0.0458
"343",1994-09-08,0,0,9,1994,"09-08",0
"344",1994-09-09,0,0,9,1994,"09-09",0
"345",1994-09-10,0,0,9,1994,"09-10",0
"346",1994-09-11,0,0,9,1994,"09-11",0
"347",1994-09-12,0,0,9,1994,"09-12",0
"348",1994-09-13,0,0,9,1994,"09-13",0
"349",1994-09-14,0,0,9,1994,"09-14",0
"350",1994-09-15,0,0,9,1994,"09-15",0
"351",1994-09-16,0,0,9,1994,"09-16",0
"352",1994-09-17,0,0,9,1994,"09-17",0
"353",1994-09-18,0,0,9,1994,"09-18",0
"354",1994-09-19,0,0,9,1994,"09-19",0
"355",1994-09-20,0,0,9,1994,"09-20",0
"356",1994-09-21,0,0,9,1994,"09-21",0
"357",1994-09-22,0,0,9,1994,"09-22",0
"358",1994-09-23,0,0,9,1994,"09-23",0
"359",1994-09-24,0,0,9,1994,"09-24",0
"360",1994-09-25,0,0,9,1994,"09-25",0
"361",1994-09-26,0,0,9,1994,"09-26",0
"362",1994-09-27,0,0,9,1994,"09-27",0
"363",1994-09-28,0,0,9,1994,"09-28",0
"364",1994-09-29,0,0,9,1994,"09-29",0
"365",1994-09-30,0,0,9,1994,"09-30",0
"366",1994-10-01,0,0,10,1994,"10-01",0
"367",1994-10-02,0,0,10,1994,"10-02",0
"368",1994-10-03,0,0,10,1994,"10-03",0
"369",1994-10-04,0,0,10,1994,"10-04",0
"370",1994-10-05,0,0,10,1994,"10-05",0
"371",1994-10-06,0,0,10,1994,"10-06",0
"372",1994-10-07,0,0,10,1994,"10-07",0
"373",1994-10-08,0,0,10,1994,"10-08",0
"374",1994-10-09,0,0,10,1994,"10-09",0
"375",1994-10-10,0,0,10,1994,"10-10",0
"376",1994-10-11,0,0,10,1994,"10-11",0
"377",1994-10-12,0,0,10,1994,"10-12",0
"378",1994-10-13,0,0,10,1994,"10-13",0
"379",1994-10-14,0,0,10,1994,"10-14",0
"380",1994-10-15,0,0,10,1994,"10-15",0
"381",1994-10-16,0,0,10,1994,"10-16",0
"382",1994-10-17,0,0,10,1994,"10-17",0
"383",1994-10-18,0,0,10,1994,"10-18",0
"384",1994-10-19,0,0,10,1994,"10-19",0
"385",1994-10-20,0,0,10,1994,"10-20",0
"386",1994-10-21,0,0,10,1994,"10-21",0
"387",1994-10-22,0,0,10,1994,"10-22",0
"388",1994-10-23,0,0,10,1994,"10-23",0
"389",1994-10-24,0,0,10,1994,"10-24",0
"390",1994-10-25,0,0,10,1994,"10-25",0
"391",1994-10-26,0,0,10,1994,"10-26",0
"392",1994-10-27,0,0,10,1994,"10-27",0
"393",1994-10-28,0,0,10,1994,"10-28",0
"394",1994-10-29,0,0,10,1994,"10-29",0
"395",1994-10-30,0,0,10,1994,"10-30",0
"396",1994-10-31,0,0,10,1994,"10-31",0
"397",1994-11-01,0,0,11,1994,"11-01",0
"398",1994-11-02,0,0,11,1994,"11-02",0
"399",1994-11-03,0,0,11,1994,"11-03",0
"400",1994-11-04,0,0,11,1994,"11-04",0
"401",1994-11-05,0,0,11,1994,"11-05",0
"402",1994-11-06,0,0,11,1994,"11-06",0
"403",1994-11-07,0,0,11,1994,"11-07",0
"404",1994-11-08,0,0,11,1994,"11-08",0
"405",1994-11-09,0,0,11,1994,"11-09",0
"406",1994-11-10,0,0,11,1994,"11-10",0
"407",1994-11-11,0,0,11,1994,"11-11",0
"408",1994-11-12,0,0,11,1994,"11-12",0
"409",1994-11-13,0,0,11,1994,"11-13",0
"410",1994-11-14,0,0,11,1994,"11-14",0
"411",1994-11-15,0,0,11,1994,"11-15",0
"412",1994-11-16,0,0,11,1994,"11-16",0
"413",1994-11-17,0,0,11,1994,"11-17",0
"414",1994-11-18,0,0,11,1994,"11-18",0
"415",1994-11-19,0,0,11,1994,"11-19",0
"416",1994-11-20,0,0,11,1994,"11-20",0
"417",1994-11-21,0,0,11,1994,"11-21",0
"418",1994-11-22,0,0,11,1994,"11-22",0
"419",1994-11-23,0,0,11,1994,"11-23",0
"420",1994-11-24,0,0,11,1994,"11-24",0
"421",1994-11-25,0,0,11,1994,"11-25",0
"422",1994-11-26,0,0,11,1994,"11-26",0
"423",1994-11-27,0,0,11,1994,"11-27",0
"424",1994-11-28,0,0,11,1994,"11-28",0
"425",1994-11-29,0,0,11,1994,"11-29",0
"426",1994-11-30,0,0,11,1994,"11-30",0
"427",1994-12-01,0,0,12,1994,"12-01",0
"428",1994-12-02,0,0,12,1994,"12-02",0
"429",1994-12-03,0,0,12,1994,"12-03",0
"430",1994-12-04,0,0,12,1994,"12-04",0
"431",1994-12-05,0,0,12,1994,"12-05",0
"432",1994-12-06,0,0,12,1994,"12-06",0
"433",1994-12-07,0,0,12,1994,"12-07",0
"434",1994-12-08,0,0,12,1994,"12-08",0
"435",1994-12-09,0,0,12,1994,"12-09",0
"436",1994-12-10,0,0,12,1994,"12-10",0
"437",1994-12-11,0,0,12,1994,"12-11",0
"438",1994-12-12,0,0,12,1994,"12-12",0
"439",1994-12-13,0,0,12,1994,"12-13",0
"440",1994-12-14,0,0,12,1994,"12-14",0
"441",1994-12-15,0,0,12,1994,"12-15",0
"442",1994-12-16,0,0,12,1994,"12-16",0
"443",1994-12-17,0,0,12,1994,"12-17",0
"444",1994-12-18,0,0,12,1994,"12-18",0
"445",1994-12-19,0,0,12,1994,"12-19",0
"446",1994-12-20,0,0,12,1994,"12-20",0
"447",1994-12-21,0,0,12,1994,"12-21",0
"448",1994-12-22,0,0,12,1994,"12-22",0
"449",1994-12-23,0,0,12,1994,"12-23",0
"450",1994-12-24,0,0,12,1994,"12-24",0
"451",1994-12-25,0,0,12,1994,"12-25",0
"452",1994-12-26,0,0,12,1994,"12-26",0
"453",1994-12-27,0,0,12,1994,"12-27",0
"454",1994-12-28,0,0,12,1994,"12-28",0
"455",1994-12-29,0,0,12,1994,"12-29",0
"456",1994-12-30,0,0,12,1994,"12-30",0
"457",1994-12-31,0,0,12,1994,"12-31",0
"458",1995-01-01,0,0,1,1995,"01-01",0
"459",1995-01-02,0,0,1,1995,"01-02",0
