"","date","Si_load_kg.day","se.pred","month","year","day.month","Q"
"3474",2003-04-05,0,0,4,2003,"04-05",0
"3475",2003-04-06,0,0,4,2003,"04-06",0
"3476",2003-04-07,0,0,4,2003,"04-07",0
"3477",2003-04-08,0,0,4,2003,"04-08",0
"3478",2003-04-09,0,0,4,2003,"04-09",0
"3479",2003-04-10,0,0,4,2003,"04-10",0
"3480",2003-04-11,0,0,4,2003,"04-11",0
"3481",2003-04-12,0,0,4,2003,"04-12",0
"3482",2003-04-13,0,0,4,2003,"04-13",0
"3483",2003-04-14,0,0,4,2003,"04-14",0
"3484",2003-04-15,0,0,4,2003,"04-15",0
"3485",2003-04-16,0,0,4,2003,"04-16",0
"3486",2003-04-17,0,0,4,2003,"04-17",0
"3487",2003-04-18,0,0,4,2003,"04-18",0
"3488",2003-04-19,0,0,4,2003,"04-19",0
"3489",2003-04-20,0,0,4,2003,"04-20",0
"3490",2003-04-21,0,0,4,2003,"04-21",0
"3491",2003-04-22,0,0,4,2003,"04-22",0
"3492",2003-04-23,0,0,4,2003,"04-23",0
"3493",2003-04-24,0,0,4,2003,"04-24",0
"3494",2003-04-25,0,0,4,2003,"04-25",0
"3495",2003-04-26,0,0,4,2003,"04-26",0
"3496",2003-04-27,0,0,4,2003,"04-27",0
"3497",2003-04-28,0,0,4,2003,"04-28",0
"3498",2003-04-29,0,0,4,2003,"04-29",0
"3499",2003-04-30,0,0,4,2003,"04-30",0
"3500",2003-05-01,0,0,5,2003,"05-01",0
"3501",2003-05-02,0,0,5,2003,"05-02",0
"3502",2003-05-03,0,0,5,2003,"05-03",0
"3503",2003-05-04,0,0,5,2003,"05-04",0
"3504",2003-05-05,0,0,5,2003,"05-05",0
"3505",2003-05-06,0,0,5,2003,"05-06",0
"3506",2003-05-07,0,0,5,2003,"05-07",0
"3507",2003-05-08,0,0,5,2003,"05-08",0
"3508",2003-05-09,0,0,5,2003,"05-09",0
"3509",2003-05-10,0,0,5,2003,"05-10",0
"3510",2003-05-11,0,0,5,2003,"05-11",0
"3511",2003-05-12,0,0,5,2003,"05-12",0
"3512",2003-05-13,0,0,5,2003,"05-13",0
"3513",2003-05-14,0,0,5,2003,"05-14",0
"3514",2003-05-15,0,0,5,2003,"05-15",0
"3515",2003-05-16,0,0,5,2003,"05-16",0
"3516",2003-05-17,0,0,5,2003,"05-17",0
"3517",2003-05-18,0,0,5,2003,"05-18",0
"3518",2003-05-19,0,0,5,2003,"05-19",0
"3519",2003-05-20,0,0,5,2003,"05-20",0
"3520",2003-05-21,0,0,5,2003,"05-21",0
"3521",2003-05-22,0,0,5,2003,"05-22",0
"3522",2003-05-23,0,0,5,2003,"05-23",0
"3523",2003-05-24,0,0,5,2003,"05-24",0
"3524",2003-05-25,0,0,5,2003,"05-25",0
"3525",2003-05-26,0,0,5,2003,"05-26",0
"3526",2003-05-27,0,0,5,2003,"05-27",0
"3527",2003-05-28,0,0,5,2003,"05-28",0
"3528",2003-05-29,0.00217420702506339,0.00102548714859263,5,2003,"05-29",0.001588462
"3529",2003-05-30,0.00213054639831825,0.00100489416406516,5,2003,"05-30",0.001559896
"3530",2003-05-31,0.00197418419601915,0.000931144320036993,5,2003,"05-31",0.001448333
"3531",2003-06-01,0.00293153173745837,0.00138268715343117,6,2003,"06-01",0.002157604
"3532",2003-06-02,0.058708522408967,0.027690479586001,6,2003,"06-02",0.04618344
"3533",2003-06-03,0.26692802532101,0.125899353838176,6,2003,"06-03",0.3184133
"3534",2003-06-04,0.173389436310191,0.0817809144152847,6,2003,"06-04",0.3277093
"3535",2003-06-05,0.18547560874006,0.0874814821899401,6,2003,"06-05",0.5092931
"3536",2003-06-06,0.0806859671302257,0.0380563678665333,6,2003,"06-06",0.6180182
"3537",2003-06-07,0.0748344415709355,0.0352964355364745,6,2003,"06-07",0.3403364
"3538",2003-06-08,0.0860586164038903,0.0405904332616526,6,2003,"06-08",0.2436395
"3539",2003-06-09,0.0857532850741197,0.0404464205935244,6,2003,"06-09",0.1525816
"3540",2003-06-10,0.0737811048856638,0.0347996184342228,6,2003,"06-10",0.08556604
"3541",2003-06-11,0.0620872373164863,0.0292840852898177,6,2003,"06-11",0.04910677
"3542",2003-06-12,0.0427943354875326,0.0201843893286779,6,2003,"06-12",0.0287001
"3543",2003-06-13,0.0245115362164024,0.0115611186480508,6,2003,"06-13",0.01557729
"3544",2003-06-14,0.00989718493088626,0.00466810926322553,6,2003,"06-14",0.006401563
"3545",2003-06-15,0.00463160418295922,0.00218454384161234,6,2003,"06-15",0.003037917
"3546",2003-06-16,0.0218461634072504,0.0103039680959253,6,2003,"06-16",0.01485656
"3547",2003-06-17,0.0292203693207343,0.0137820883062732,6,2003,"06-17",0.02064312
"3548",2003-06-18,0.0271419501215089,0.0128017804728314,6,2003,"06-18",0.01899042
"3549",2003-06-19,0.0165606458135076,0.00781099925553368,6,2003,"06-19",0.01175656
"3550",2003-06-20,0.00609419109291394,0.00287438802966276,6,2003,"06-20",0.004643437
"3551",2003-06-21,0.00157165677815286,0.000741288115351968,6,2003,"06-21",0.001236354
"3552",2003-06-22,0.000717364466038076,0.000338352342853648,6,2003,"06-22",0.000610521
"3553",2003-06-23,0.000384582438762523,0.000181392270367574,6,2003,"06-23",0.000310938
"3554",2003-06-24,0.000227500041914964,0.000107302739159017,6,2003,"06-24",0.000208229
"3555",2003-06-25,0.000194253544361765,9.16216859826167e-05,6,2003,"06-25",0.000160625
"3556",2003-06-26,0.000253785782880956,0.000119700679760406,6,2003,"06-26",0.000195417
"3557",2003-06-27,0.000165731063503787,7.81687639615487e-05,6,2003,"06-27",0.000206146
"3558",2003-06-28,7.1247486314151e-05,3.36046111260084e-05,6,2003,"06-28",0.00013125
"3559",2003-06-29,6.60966684020588e-05,3.11751747785486e-05,6,2003,"06-29",0.000141458
"3560",2003-06-30,9.83548022724176e-05,4.63900560388412e-05,6,2003,"06-30",0.000144583
"3561",2003-07-01,0.00010817077675023,5.10198615549999e-05,7,2003,"07-01",0.000125938
"3562",2003-07-02,0.000279557593696843,0.000131856219910444,7,2003,"07-02",0.000144271
"3563",2003-07-03,0.0455715170499657,0.0214942756314785,7,2003,"07-03",0.07895344
"3564",2003-07-04,0.211993497808572,0.0999889178361709,7,2003,"07-04",0.09209469
"3565",2003-07-05,0.0677954091197039,0.0319764033435632,7,2003,"07-05",0.03203365
"3566",2003-07-06,0.0200135455792952,0.00943959501222822,7,2003,"07-06",0.01169719
"3567",2003-07-07,0.191255169785893,0.0902074717156316,7,2003,"07-07",0.1074658
"3568",2003-07-08,0.169000417651223,0.0797107885359088,7,2003,"07-08",0.08629781
"3569",2003-07-09,0.0483124465170887,0.0227870632599481,7,2003,"07-09",0.03056948
"3570",2003-07-10,0.0210476265967393,0.00992732998031922,7,2003,"07-10",0.01379771
"3571",2003-07-11,0.0225226346437117,0.0106230327256439,7,2003,"07-11",0.01614656
"3572",2003-07-12,0.000462193910313536,0.000217998520711469,7,2003,"07-12",0.02242125
"3573",2003-07-13,0.0932770221813048,0.0439950687323018,7,2003,"07-13",0.0536551
"3574",2003-07-14,0.193859884641088,0.0914360123186928,7,2003,"07-14",0.09499229
"3575",2003-07-15,0.260654037125957,0.122940162652478,7,2003,"07-15",0.11636
"3576",2003-07-16,0.194826590976899,0.0918919693238947,7,2003,"07-16",0.08673812
"3577",2003-07-17,0.14206949406624,0.0670085409036599,7,2003,"07-17",0.06369844
"3578",2003-07-18,0.155628421299044,0.0734037486578698,7,2003,"07-18",0.07377469
"3579",2003-07-19,0.151531866125774,0.0714715661953619,7,2003,"07-19",0.08332656
"3580",2003-07-20,0.0572077097814856,0.0269826058443628,7,2003,"07-20",0.03344427
"3581",2003-07-21,0.0189155719698384,0.00892172444470077,7,2003,"07-21",0.01226312
"3582",2003-07-22,0.00841530662322974,0.00396916608865105,7,2003,"07-22",0.006185312
"3583",2003-07-23,0.00865370602056787,0.00408160962111335,7,2003,"07-23",0.006593646
"3584",2003-07-24,0.0204025328391429,0.00962306486185233,7,2003,"07-24",0.01477219
"3585",2003-07-25,0.322790187031403,0.152247318068923,7,2003,"07-25",0.1806774
"3586",2003-07-26,0.513749529352047,0.242315259712066,7,2003,"07-26",0.2265658
"3587",2003-07-27,0.226850236484884,0.106996251731669,7,2003,"07-27",0.09594187
"3588",2003-07-28,0.144489523220496,0.0681499725926854,7,2003,"07-28",0.06827198
"3589",2003-07-29,0.138014497531098,0.0650959600010873,7,2003,"07-29",0.06765625
"3590",2003-07-30,0.145033497666845,0.0684065437459671,7,2003,"07-30",0.07458281
"3591",2003-07-31,0.154724910343946,0.0729775984052103,7,2003,"07-31",0.08173656
"3592",2003-08-01,0.129822022445953,0.0612318947036548,8,2003,"08-01",0.06835802
"3593",2003-08-02,0.112497153179055,0.0530604415810002,8,2003,"08-02",0.05943104
"3594",2003-08-03,0.102070641571596,0.0481426699360535,8,2003,"08-03",0.05441219
"3595",2003-08-04,0.0885341780792122,0.0417580574365019,8,2003,"08-04",0.04749208
"3596",2003-08-05,0.117226735855834,0.055291197988892,8,2003,"08-05",0.06564802
"3597",2003-08-06,0.092901532434698,0.0438179651238897,8,2003,"08-06",0.05182406
"3598",2003-08-07,0.0854918527272615,0.0403231133330663,8,2003,"08-07",0.04822385
"3599",2003-08-08,0.0967047752117777,0.0456118037721478,8,2003,"08-08",0.05620167
"3600",2003-08-09,0.0680343277898379,0.0320890917963908,8,2003,"08-09",0.0392774
"3601",2003-08-10,0.0780086503048582,0.0367935837960765,8,2003,"08-10",0.0463376
"3602",2003-08-11,0.458745696201602,0.2163721349917,8,2003,"08-11",0.2481856
"3603",2003-08-12,0.726967214440174,0.342881578093899,8,2003,"08-12",0.3031421
"3604",2003-08-13,0.547164500454995,0.258075775174326,8,2003,"08-13",0.2163849
"3605",2003-08-14,0.223165762077014,0.105258431408658,8,2003,"08-14",0.09637281
"3606",2003-08-15,0.137471427979101,0.0648398156505515,8,2003,"08-15",0.05613083
"3607",2003-08-16,0.13408821042512,0.0632440862271316,8,2003,"08-16",0.0548124
"3608",2003-08-17,0.269133218787954,0.126939456061397,8,2003,"08-17",0.1217778
"3609",2003-08-18,0.237729825887381,0.112127722187616,8,2003,"08-18",0.1053133
"3610",2003-08-19,0.160948684557397,0.0759131056490291,8,2003,"08-19",0.06766812
"3611",2003-08-20,0.111692614735957,0.0526809727335378,8,2003,"08-20",0.04560438
"3612",2003-08-21,0.0815023874179716,0.0384414409084665,8,2003,"08-21",0.03275833
"3613",2003-08-22,0.0945082781560203,0.0445758033008794,8,2003,"08-22",0.03842021
"3614",2003-08-23,0.0998435509130499,0.0470922396767625,8,2003,"08-23",0.04086021
"3615",2003-08-24,0.101568451139952,0.0479058066438919,8,2003,"08-24",0.04174875
"3616",2003-08-25,0.104514150029822,0.049295175880751,8,2003,"08-25",0.04318281
"3617",2003-08-26,0.10824571085609,0.0510552049982256,8,2003,"08-26",0.04498104
"3618",2003-08-27,0.141390531345315,0.0666883011396194,8,2003,"08-27",0.06027177
"3619",2003-08-28,0.131222603380857,0.0618924931346003,8,2003,"08-28",0.05573823
"3620",2003-08-29,0.104147099683393,0.0491220528024006,8,2003,"08-29",0.04359115
"3621",2003-08-30,0.0787727707291319,0.0371539890684526,8,2003,"08-30",0.03254167
"3622",2003-08-31,0.0629525554718036,0.0296922215148839,8,2003,"08-31",0.02583167
"3623",2003-09-01,0.114878380740256,0.0541835720988107,9,2003,"09-01",0.04890917
"3624",2003-09-02,0.142563050569754,0.0672413319146463,9,2003,"09-02",0.06206969
"3625",2003-09-03,0.112458432891169,0.0530421787582062,9,2003,"09-03",0.04811927
"3626",2003-09-04,0.0738845776479555,0.0348484224288454,9,2003,"09-04",0.03092312
"3627",2003-09-05,0.0629518557361465,0.0296918914773504,9,2003,"09-05",0.02624865
"3628",2003-09-06,0.0596956105885788,0.0281560498978668,9,2003,"09-06",0.02491927
"3629",2003-09-07,0.0474105980371639,0.0223616971308355,9,2003,"09-07",0.01970125
"3630",2003-09-08,0.0370783502746051,0.0174883859997254,9,2003,"09-08",0.0153575
"3631",2003-09-09,0.0347843072890424,0.0164063769854527,9,2003,"09-09",0.01443229
"3632",2003-09-10,0.0316495564132763,0.0149278394312638,9,2003,"09-10",0.0131475
"3633",2003-09-11,0.0313567008135532,0.0147897110697751,9,2003,"09-11",0.01306448
"3634",2003-09-12,0.0521503494590423,0.0245972497321422,9,2003,"09-12",0.02208427
"3635",2003-09-13,0.0992753157124804,0.0468242256887454,9,2003,"09-13",0.04351375
"3636",2003-09-14,0.0430747260579226,0.0203166384306295,9,2003,"09-14",0.01825125
"3637",2003-09-15,0.0200853900084974,0.0094734811776189,9,2003,"09-15",0.008414884
"3638",2003-09-16,0,0,9,2003,"09-16",0
"3639",2003-09-17,0,0,9,2003,"09-17",0
"3640",2003-09-18,0,0,9,2003,"09-18",0
"3641",2003-09-19,0,0,9,2003,"09-19",0
"3642",2003-09-20,0,0,9,2003,"09-20",0
"3643",2003-09-21,0,0,9,2003,"09-21",0
"3644",2003-09-22,0,0,9,2003,"09-22",0
"3645",2003-09-23,0,0,9,2003,"09-23",0
"3646",2003-09-24,0,0,9,2003,"09-24",0
"3647",2003-09-25,0,0,9,2003,"09-25",0
"3648",2003-09-26,0,0,9,2003,"09-26",0
"3649",2003-09-27,0,0,9,2003,"09-27",0
"3650",2003-09-28,0,0,9,2003,"09-28",0
"3651",2003-09-29,0,0,9,2003,"09-29",0
"3652",2003-09-30,0,0,9,2003,"09-30",0
"3653",2003-10-01,0,0,10,2003,"10-01",0
"3654",2003-10-02,0,0,10,2003,"10-02",0
"3655",2003-10-03,0,0,10,2003,"10-03",0
"3656",2003-10-04,0,0,10,2003,"10-04",0
"3657",2003-10-05,0,0,10,2003,"10-05",0
"3658",2003-10-06,0,0,10,2003,"10-06",0
"3659",2003-10-07,0,0,10,2003,"10-07",0
"3660",2003-10-08,0,0,10,2003,"10-08",0
"3661",2003-10-09,0,0,10,2003,"10-09",0
"3662",2003-10-10,0,0,10,2003,"10-10",0
"3663",2003-10-11,0,0,10,2003,"10-11",0
"3664",2003-10-12,0,0,10,2003,"10-12",0
"3665",2003-10-13,0,0,10,2003,"10-13",0
"3666",2003-10-14,0,0,10,2003,"10-14",0
"3667",2003-10-15,0,0,10,2003,"10-15",0
"3668",2003-10-16,0,0,10,2003,"10-16",0
"3669",2003-10-17,0,0,10,2003,"10-17",0
"3670",2003-10-18,0,0,10,2003,"10-18",0
"3671",2003-10-19,0,0,10,2003,"10-19",0
"3672",2003-10-20,0,0,10,2003,"10-20",0
"3673",2003-10-21,0,0,10,2003,"10-21",0
"3674",2003-10-22,0,0,10,2003,"10-22",0
"3675",2003-10-23,0,0,10,2003,"10-23",0
"3676",2003-10-24,0,0,10,2003,"10-24",0
"3677",2003-10-25,0,0,10,2003,"10-25",0
"3678",2003-10-26,0,0,10,2003,"10-26",0
"3679",2003-10-27,0,0,10,2003,"10-27",0
"3680",2003-10-28,0,0,10,2003,"10-28",0
"3681",2003-10-29,0,0,10,2003,"10-29",0
"3682",2003-10-30,0,0,10,2003,"10-30",0
"3683",2003-10-31,0,0,10,2003,"10-31",0
"3684",2003-11-01,0,0,11,2003,"11-01",0
"3685",2003-11-02,0,0,11,2003,"11-02",0
"3686",2003-11-03,0,0,11,2003,"11-03",0
"3687",2003-11-04,0,0,11,2003,"11-04",0
"3688",2003-11-05,0,0,11,2003,"11-05",0
"3689",2003-11-06,0,0,11,2003,"11-06",0
"3690",2003-11-07,0,0,11,2003,"11-07",0
"3691",2003-11-08,0,0,11,2003,"11-08",0
"3692",2003-11-09,0,0,11,2003,"11-09",0
"3693",2003-11-10,0,0,11,2003,"11-10",0
"3694",2003-11-11,0,0,11,2003,"11-11",0
"3695",2003-11-12,0,0,11,2003,"11-12",0
"3696",2003-11-13,0,0,11,2003,"11-13",0
"3697",2003-11-14,0,0,11,2003,"11-14",0
"3698",2003-11-15,0,0,11,2003,"11-15",0
"3699",2003-11-16,0,0,11,2003,"11-16",0
"3700",2003-11-17,0,0,11,2003,"11-17",0
"3701",2003-11-18,0,0,11,2003,"11-18",0
"3702",2003-11-19,0,0,11,2003,"11-19",0
"3703",2003-11-20,0,0,11,2003,"11-20",0
"3704",2003-11-21,0,0,11,2003,"11-21",0
"3705",2003-11-22,0,0,11,2003,"11-22",0
"3706",2003-11-23,0,0,11,2003,"11-23",0
"3707",2003-11-24,0,0,11,2003,"11-24",0
"3708",2003-11-25,0,0,11,2003,"11-25",0
"3709",2003-11-26,0,0,11,2003,"11-26",0
"3710",2003-11-27,0,0,11,2003,"11-27",0
"3711",2003-11-28,0,0,11,2003,"11-28",0
"3712",2003-11-29,0,0,11,2003,"11-29",0
"3713",2003-11-30,0,0,11,2003,"11-30",0
"3714",2003-12-01,0,0,12,2003,"12-01",0
"3715",2003-12-02,0,0,12,2003,"12-02",0
"3716",2003-12-03,0,0,12,2003,"12-03",0
"3717",2003-12-04,0,0,12,2003,"12-04",0
"3718",2003-12-05,0,0,12,2003,"12-05",0
"3719",2003-12-06,0,0,12,2003,"12-06",0
"3720",2003-12-07,0,0,12,2003,"12-07",0
"3721",2003-12-08,0,0,12,2003,"12-08",0
"3722",2003-12-09,0,0,12,2003,"12-09",0
"3723",2003-12-10,0,0,12,2003,"12-10",0
"3724",2003-12-11,0,0,12,2003,"12-11",0
"3725",2003-12-12,0,0,12,2003,"12-12",0
"3726",2003-12-13,0,0,12,2003,"12-13",0
"3727",2003-12-14,0,0,12,2003,"12-14",0
"3728",2003-12-15,0,0,12,2003,"12-15",0
"3729",2003-12-16,0,0,12,2003,"12-16",0
"3730",2003-12-17,0,0,12,2003,"12-17",0
"3731",2003-12-18,0,0,12,2003,"12-18",0
"3732",2003-12-19,0,0,12,2003,"12-19",0
"3733",2003-12-20,0,0,12,2003,"12-20",0
"3734",2003-12-21,0,0,12,2003,"12-21",0
"3735",2003-12-22,0,0,12,2003,"12-22",0
"3736",2003-12-23,0,0,12,2003,"12-23",0
"3737",2003-12-24,0,0,12,2003,"12-24",0
"3738",2003-12-25,0,0,12,2003,"12-25",0
"3739",2003-12-26,0,0,12,2003,"12-26",0
"3740",2003-12-27,0,0,12,2003,"12-27",0
"3741",2003-12-28,0,0,12,2003,"12-28",0
"3742",2003-12-29,0,0,12,2003,"12-29",0
"3743",2003-12-30,0,0,12,2003,"12-30",0
"3744",2003-12-31,0,0,12,2003,"12-31",0
"3745",2004-01-01,0,0,1,2004,"01-01",0
"3746",2004-01-02,0,0,1,2004,"01-02",0
"3747",2004-01-03,0,0,1,2004,"01-03",0
"3748",2004-01-04,0,0,1,2004,"01-04",0
"3749",2004-01-05,0,0,1,2004,"01-05",0
"3750",2004-01-06,0,0,1,2004,"01-06",0
"3751",2004-01-07,0,0,1,2004,"01-07",0
"3752",2004-01-08,0,0,1,2004,"01-08",0
"3753",2004-01-09,0,0,1,2004,"01-09",0
"3754",2004-01-10,0,0,1,2004,"01-10",0
"3755",2004-01-11,0,0,1,2004,"01-11",0
"3756",2004-01-12,0,0,1,2004,"01-12",0
"3757",2004-01-13,0,0,1,2004,"01-13",0
"3758",2004-01-14,0,0,1,2004,"01-14",0
"3759",2004-01-15,0,0,1,2004,"01-15",0
"3760",2004-01-16,0,0,1,2004,"01-16",0
"3761",2004-01-17,0,0,1,2004,"01-17",0
"3762",2004-01-18,0,0,1,2004,"01-18",0
"3763",2004-01-19,0,0,1,2004,"01-19",0
"3764",2004-01-20,0,0,1,2004,"01-20",0
"3765",2004-01-21,0,0,1,2004,"01-21",0
"3766",2004-01-22,0,0,1,2004,"01-22",0
"3767",2004-01-23,0,0,1,2004,"01-23",0
"3768",2004-01-24,0,0,1,2004,"01-24",0
"3769",2004-01-25,0,0,1,2004,"01-25",0
"3770",2004-01-26,0,0,1,2004,"01-26",0
"3771",2004-01-27,0,0,1,2004,"01-27",0
"3772",2004-01-28,0,0,1,2004,"01-28",0
"3773",2004-01-29,0,0,1,2004,"01-29",0
"3774",2004-01-30,0,0,1,2004,"01-30",0
"3775",2004-01-31,0,0,1,2004,"01-31",0
"3776",2004-02-01,0,0,2,2004,"02-01",0
"3777",2004-02-02,0,0,2,2004,"02-02",0
"3778",2004-02-03,0,0,2,2004,"02-03",0
"3779",2004-02-04,0,0,2,2004,"02-04",0
"3780",2004-02-05,0,0,2,2004,"02-05",0
"3781",2004-02-06,0,0,2,2004,"02-06",0
"3782",2004-02-07,0,0,2,2004,"02-07",0
"3783",2004-02-08,0,0,2,2004,"02-08",0
"3784",2004-02-09,0,0,2,2004,"02-09",0
"3785",2004-02-10,0,0,2,2004,"02-10",0
"3786",2004-02-11,0,0,2,2004,"02-11",0
"3787",2004-02-12,0,0,2,2004,"02-12",0
"3788",2004-02-13,0,0,2,2004,"02-13",0
"3789",2004-02-14,0,0,2,2004,"02-14",0
"3790",2004-02-15,0,0,2,2004,"02-15",0
"3791",2004-02-16,0,0,2,2004,"02-16",0
"3792",2004-02-17,0,0,2,2004,"02-17",0
"3793",2004-02-18,0,0,2,2004,"02-18",0
"3794",2004-02-19,0,0,2,2004,"02-19",0
"3795",2004-02-20,0,0,2,2004,"02-20",0
"3796",2004-02-21,0,0,2,2004,"02-21",0
"3797",2004-02-22,0,0,2,2004,"02-22",0
"3798",2004-02-23,0,0,2,2004,"02-23",0
"3799",2004-02-24,0,0,2,2004,"02-24",0
"3800",2004-02-25,0,0,2,2004,"02-25",0
"3801",2004-02-26,0,0,2,2004,"02-26",0
"3802",2004-02-27,0,0,2,2004,"02-27",0
"3803",2004-02-28,0,0,2,2004,"02-28",0
"3804",2004-02-29,0,0,2,2004,"02-29",0
"3805",2004-03-01,0,0,3,2004,"03-01",0
"3806",2004-03-02,0,0,3,2004,"03-02",0
"3807",2004-03-03,0,0,3,2004,"03-03",0
"3808",2004-03-04,0,0,3,2004,"03-04",0
"3809",2004-03-05,0,0,3,2004,"03-05",0
"3810",2004-03-06,0,0,3,2004,"03-06",0
"3811",2004-03-07,0,0,3,2004,"03-07",0
"3812",2004-03-08,0,0,3,2004,"03-08",0
"3813",2004-03-09,0,0,3,2004,"03-09",0
"3814",2004-03-10,0,0,3,2004,"03-10",0
"3815",2004-03-11,0,0,3,2004,"03-11",0
"3816",2004-03-12,0,0,3,2004,"03-12",0
"3817",2004-03-13,0,0,3,2004,"03-13",0
"3818",2004-03-14,0,0,3,2004,"03-14",0
"3819",2004-03-15,0,0,3,2004,"03-15",0
"3820",2004-03-16,0,0,3,2004,"03-16",0
"3821",2004-03-17,0,0,3,2004,"03-17",0
"3822",2004-03-18,0,0,3,2004,"03-18",0
"3823",2004-03-19,0,0,3,2004,"03-19",0
"3824",2004-03-20,0,0,3,2004,"03-20",0
"3825",2004-03-21,0,0,3,2004,"03-21",0
"3826",2004-03-22,0,0,3,2004,"03-22",0
"3827",2004-03-23,0,0,3,2004,"03-23",0
"3828",2004-03-24,0,0,3,2004,"03-24",0
"3829",2004-03-25,0,0,3,2004,"03-25",0
"3830",2004-03-26,0,0,3,2004,"03-26",0
"3831",2004-03-27,0,0,3,2004,"03-27",0
"3832",2004-03-28,0,0,3,2004,"03-28",0
"3833",2004-03-29,0,0,3,2004,"03-29",0
"3834",2004-03-30,0,0,3,2004,"03-30",0
"3835",2004-03-31,0,0,3,2004,"03-31",0
"3836",2004-04-01,0,0,4,2004,"04-01",0
"3837",2004-04-02,0,0,4,2004,"04-02",0
"3838",2004-04-03,0,0,4,2004,"04-03",0
"3839",2004-04-04,0,0,4,2004,"04-04",0
"3840",2004-04-05,0,0,4,2004,"04-05",0
"3841",2004-04-06,0,0,4,2004,"04-06",0
"3842",2004-04-07,0,0,4,2004,"04-07",0
"3843",2004-04-08,0,0,4,2004,"04-08",0
"3844",2004-04-09,0,0,4,2004,"04-09",0
"3845",2004-04-10,0,0,4,2004,"04-10",0
"3846",2004-04-11,0,0,4,2004,"04-11",0
"3847",2004-04-12,0,0,4,2004,"04-12",0
"3848",2004-04-13,0,0,4,2004,"04-13",0
"3849",2004-04-14,0,0,4,2004,"04-14",0
"3850",2004-04-15,0,0,4,2004,"04-15",0
"3851",2004-04-16,0,0,4,2004,"04-16",0
"3852",2004-04-17,0,0,4,2004,"04-17",0
"3853",2004-04-18,0,0,4,2004,"04-18",0
"3854",2004-04-19,0,0,4,2004,"04-19",0
"3855",2004-04-20,0,0,4,2004,"04-20",0
"3856",2004-04-21,0,0,4,2004,"04-21",0
"3857",2004-04-22,0,0,4,2004,"04-22",0
"3858",2004-04-23,0,0,4,2004,"04-23",0
"3859",2004-04-24,0,0,4,2004,"04-24",0
"3860",2004-04-25,0,0,4,2004,"04-25",0
"3861",2004-04-26,0,0,4,2004,"04-26",0
"3862",2004-04-27,0,0,4,2004,"04-27",0
"3863",2004-04-28,0,0,4,2004,"04-28",0
"3864",2004-04-29,0,0,4,2004,"04-29",0
"3865",2004-04-30,0,0,4,2004,"04-30",0
"3866",2004-05-01,0,0,5,2004,"05-01",0
"3867",2004-05-02,0,0,5,2004,"05-02",0
"3868",2004-05-03,0,0,5,2004,"05-03",0
"3869",2004-05-04,0,0,5,2004,"05-04",0
"3870",2004-05-05,0,0,5,2004,"05-05",0
"3871",2004-05-06,0,0,5,2004,"05-06",0
"3872",2004-05-07,0,0,5,2004,"05-07",0
"3873",2004-05-08,0,0,5,2004,"05-08",0
"3874",2004-05-09,0.000120907813642954,5.70274162607246e-05,5,2004,"05-09",0.000103913
"3875",2004-05-10,0.000128078849394264,6.0409709170413e-05,5,2004,"05-10",0.000110417
"3876",2004-05-11,0.000176337938422313,8.31716058208061e-05,5,2004,"05-11",0.0001525
"3877",2004-05-12,0.000351031672988476,0.000165567705949324,5,2004,"05-12",0.000304583
"3878",2004-05-13,0.000956243814638252,0.000451022249274594,5,2004,"05-13",0.000832917
"3879",2004-05-14,0.00216173104589052,0.00101960272445067,5,2004,"05-14",0.001891667
"3880",2004-05-15,0.00972060960180877,0.0045848256896559,5,2004,"05-15",0.008616667
"3881",2004-05-16,0.0169809013647062,0.00800921711699347,5,2004,"05-16",0.01524583
"3882",2004-05-17,0.0465698307470398,0.0219651405743345,5,2004,"05-17",0.043725
"3883",2004-05-18,0.208742224289055,0.09845542117629,5,2004,"05-18",0.2596458
"3884",2004-05-19,0.140105798331359,0.0660823435744024,5,2004,"05-19",0.1999
"3885",2004-05-20,0.129716946307581,0.0611823344601809,5,2004,"05-20",0.1731917
"3886",2004-05-21,0.115022868165833,0.0542517210820284,5,2004,"05-21",0.1780792
"3887",2004-05-22,0.1128054752947,0.0532058648841061,5,2004,"05-22",0.2002042
"3888",2004-05-23,0.126782145618954,0.0597981054722448,5,2004,"05-23",0.2838583
"3889",2004-05-24,0.106145971804103,0.0500648414365273,5,2004,"05-24",0.2340542
"3890",2004-05-25,0.0988428603515906,0.0466202536613257,5,2004,"05-25",0.1530292
"3891",2004-05-26,0.0722006785059324,0.0340541940459155,5,2004,"05-26",0.08609583
"3892",2004-05-27,0.0706853259705408,0.0333394624068776,5,2004,"05-27",0.06997917
"3893",2004-05-28,0.0721789859995964,0.0340439625517607,5,2004,"05-28",0.0636625
"3894",2004-05-29,0.0446145584688851,0.0210429162552457,5,2004,"05-29",0.03887917
"3895",2004-05-30,0.0311586754379793,0.0146963103607325,5,2004,"05-30",0.02731667
"3896",2004-05-31,0.0306394253381362,0.0144514007002649,5,2004,"05-31",0.0245
"3897",2004-06-01,0.0212371013802252,0.0100166977144895,6,2004,"06-01",0.02033333
"3898",2004-06-02,0.0141743675228893,0.00668548650914594,6,2004,"06-02",0.01690833
"3899",2004-06-03,0.00995351863053536,0.00469467963318427,6,2004,"06-03",0.0124875
"3900",2004-06-04,0.00719956063934714,0.00339574696708035,6,2004,"06-04",0.0096125
